"","name","month","value","measure","inflation","category"
"518","сметана з підвищеним вмістом жиру",2021-10-01,94.8,"Q1",-2.8,"молочна продукція та яйця"
"519","йогурт",2021-10-01,57.9411764705882,"Q1",-6.3,"молочна продукція та яйця"
"520","морозиво",2021-10-01,172,"Q1",10,"солодощі"
"521","кефір 2.5%",2021-10-01,34.3895833333333,"Q1",-0.5,"молочна продукція та яйця"
"522","масло вершкове 73%",2021-10-01,239.5,"Q1",1.7,"молочна продукція та яйця"
"523","масло вершкове 82%",2021-10-01,277,"Q1",9.9,"молочна продукція та яйця"
"524","маргарин",2021-10-01,83.6,"Q1",-1.4,"молочна продукція та яйця"
"525","яйця",2021-10-01,36.0825,"Q1",0.37,"молочна продукція та яйця"
"526","філе куряче",2021-10-01,126.7375,"Q1",-1.4,"м’ясо"
"527","свинина",2021-10-01,121.95,"Q1",3.4,"м’ясо"
"528","свинина ребра",2021-10-01,106.95,"Q1",-18,"м’ясо"
"529","свинина гуляш",2021-10-01,109.95,"Q1",0,"м’ясо"
"530","субпродукти яловичні",2021-10-01,32.95,"Q1",-4.4,"м’ясо"
"531","свинина фарш",2021-10-01,109.45,"Q1",1.4,"м’ясо"
"532","субпродукти свинячі",2021-10-01,37.91,"Q1",-0.026,"м’ясо"
"533","яловичина",2021-10-01,217.95,"Q1",0,"м’ясо"
"534","яловичина фарш",2021-10-01,155.95,"Q1",-5.9,"м’ясо"
"535","яловичина ребра",2021-10-01,136.95,"Q1",0,"м’ясо"
"536","вирізка свиняча",2021-10-01,172.95,"Q1",0.44,"м’ясо"
"537","сало",2021-10-01,165.841666666667,"Q1",52,"м’ясо"
"538","риба червона",2021-10-01,329,"Q1",-6,"риба та морепродукти"
"539","риба річна",2021-10-01,109.9,"Q1",-8.3,"риба та морепродукти"
"540","сосиски, сардельки вищого ґатунку",2021-10-01,174.042553191489,"Q1",2.1,"ковбасні вироби"
"541","сосиски, сардельки першого ґатунку",2021-10-01,104.54,"Q1",2.1,"ковбасні вироби"
"542","ковбаси сирокопчені в/ґ",2021-10-01,375.333333333333,"Q1",-0.94,"ковбасні вироби"
"543","ковбаси варені вищого ґатунку",2021-10-01,165.1475,"Q1",7.1,"ковбасні вироби"
"544","ковбаси варено-копчені в/ґ",2021-10-01,230.071428571429,"Q1",2.5,"ковбасні вироби"
"545","ковбаси варені першого ґатунку",2021-10-01,106.83,"Q1",0.2,"ковбасні вироби"
"546","вироби з м’яса делікатесні",2021-10-01,252.88,"Q1",2.6,"ковбасні вироби"
"547","оселедці",2021-10-01,149.444444444444,"Q1",-1.9,"риба та морепродукти"
"548","скумбрія копчена",2021-10-01,232.04,"Q1",18,"риба та морепродукти"
"549","морепродукти",2021-10-01,197.15,"Q1",-12,"риба та морепродукти"
"550","ікра червона",2021-10-01,1165.4375,"Q1",-8,"риба та морепродукти"
"551","риба морожена",2021-10-01,71.5,"Q1",20,"риба та морепродукти"
"552","філе мороженої риби",2021-10-01,136.471428571429,"Q1",5.7,"риба та морепродукти"
"553","броколі заморожена",2021-10-01,74.75,"Q1",-18,"овочі заморожені"
"554","сіль",2021-10-01,28.12,"Q1",0,"соуси та спеції"
"555","мед",2021-10-01,170.475,"Q1",13,"солодощі"
"556","крупи гречані",2021-10-01,50.2,"Q1",-0.77,"бакалея"
"557","рис",2021-10-01,40.57,"Q1",-1.9,"бакалея"
"558","крупи манні",2021-10-01,19.225,"Q1",0.2,"бакалея"
"559","пластівці вівсяні",2021-10-01,34.58,"Q1",25,"бакалея"
"560","пшоно",2021-10-01,19.955,"Q1",2.3,"бакалея"
"561","квасоля",2021-10-01,90,"Q1",-0.19,"бакалея"
"562","крупи ячні",2021-10-01,17.818125,"Q1",-2.6,"бакалея"
"563","макарони",2021-10-01,48.275,"Q1",-12,"бакалея"
"564","борошно пшеничне",2021-10-01,15.4444444444444,"Q1",0,"бакалея"
"565","цукор",2021-10-01,27.975,"Q1",-0.089,"бакалея"
"566","ром",2021-10-01,402.74,"Q1",15,"алкоголь"
"567","супи",2021-10-01,198.5,"Q1",-0.65,"бакалея"
"568","пиво",2021-10-01,37.45,"Q1",2.8,"алкоголь"
"569","горілка",2021-10-01,180,"Q1",-2.2,"алкоголь"
"570","вино червоне сухе",2021-10-01,146.666666666667,"Q1",4.1,"алкоголь"
"571","вино біле сухе",2021-10-01,152.2,"Q1",5.8,"алкоголь"
"572","віскі",2021-10-01,570,"Q1",5,"алкоголь"
"573","коньяк",2021-10-01,303.82,"Q1",-0.71,"алкоголь"
"574","майонез",2021-10-01,75,"Q1",0.26,"соуси та спеції"
"575","паста томатна",2021-10-01,65.0942028985507,"Q1",14,"соуси та спеції"
"576","кетчуп томатний",2021-10-01,46.325,"Q1",0.71,"соуси та спеції"
"577","олія соняшникова",2021-10-01,67.764705882353,"Q1",-0.9,"олія"
"578","олія оливкова",2021-10-01,340.55,"Q1",3.6,"олія"
"579","консерви рибні в олії",2021-10-01,232.608695652174,"Q1",1.7,"риба та морепродукти"
"580","кукурудза консервована",2021-10-01,87.625,"Q1",3.9,"консервовані овочі і гриби"
"581","горошок консервований",2021-10-01,66.0975609756098,"Q1",2.8,"консервовані овочі і гриби"
"582","гриби консервовані",2021-10-01,109.68152866242,"Q1",-2.3,"консервовані овочі і гриби"
"583","карамель",2021-10-01,71.335,"Q1",1.5,"солодощі"
"584","зефір",2021-10-01,113.69,"Q1",7,"солодощі"
"585","цукерки шоколадні",2021-10-01,369.382352941177,"Q1",19,"солодощі"
"586","печиво здобне",2021-10-01,104.828571428571,"Q1",-2.5,"солодощі"
"587","вафлі",2021-10-01,122.114285714286,"Q1",0.27,"солодощі"
"588","печиво затяжне",2021-10-01,66,"Q1",-9.7,"солодощі"
"589","сік апельсиновий",2021-10-01,34.6315789473684,"Q1",-18,"безалкогольні напої"
"590","сік яблучний",2021-10-01,25.8947368421053,"Q1",12,"безалкогольні напої"
"591","шампанське",2021-10-01,145.933333333333,"Q1",-30,"алкоголь"
"592","кава мелена",2021-10-01,290.6,"Q1",4.6,"кава і чай"
"593","кава розчинна",2021-10-01,836.26052631579,"Q1",0.16,"кава і чай"
"594","чай у пакетиках",2021-10-01,568.8,"Q1",-0.8,"кава і чай"
"595","солодка вода",2021-10-01,13.9,"Q1",15,"безалкогольні напої"
"596","сигарети з фільтром медіум класу",2021-10-01,59.375,"Q1",1.1,"сигарети"
"597","сигарети з фільтром преміум класу",2021-10-01,62.5,"Q1",0,"сигарети"
"598","молочні суміші для дитячого харчування",2021-10-01,574.0625,"Q1",8.4,"молочна продукція та яйця"
"599","кабачки",2021-10-01,22.9,"Q1",36,"овочі"
"600","огірки",2021-10-01,35.1,"Q1",60,"овочі"
"601","вирізка яловича",2021-10-01,477.025,"Q1",-13,"м’ясо"
"602","батон",2021-10-01,9.29,"min",0,"хліб"
"603","хліб житньо-пшеничний",2021-10-01,30.9333333333333,"min",0,"хліб"
"604","хліб цільнозерновий",2021-10-01,31.25,"min",-39,"хліб"
"605","хліб пшеничний",2021-10-01,16.6666666666667,"min",76,"хліб"
"606","торти",2021-10-01,60,"min",-52,"солодощі"
"607","банани",2021-10-01,26.9,"min",4.3,"фрукти"
"608","авокадо",2021-10-01,14.9,"min",0,"фрукти"
"609","кавуни",2021-10-01,4.9,"min",0,"фрукти"
"610","яблука",2021-10-01,8.9,"min",-25,"фрукти"
"611","апельсини",2021-10-01,42.9,"min",-3.6,"фрукти"
"612","виноград",2021-10-01,37.9,"min",0,"фрукти"
"613","ягоди",2021-10-01,318,"min",0,"фрукти"
"614","ківі",2021-10-01,69.5,"min",-19,"фрукти"
"615","мандарини",2021-10-01,24.5,"min",-64,"фрукти"
"616","лимони",2021-10-01,32.9,"min",-18,"фрукти"
"617","цибуля ріпчаста",2021-10-01,8.7,"min",6.1,"овочі"
"618","морква",2021-10-01,6.9,"min",-4.2,"овочі"
"619","картопля",2021-10-01,7.3,"min",-6.4,"овочі"
"620","перець солодкий",2021-10-01,19.5,"min",-30,"овочі"
"621","буряк",2021-10-01,7.6,"min",10,"овочі"
"622","капуста білокачанна",2021-10-01,4.7,"min",0,"овочі"
"623","баклажани",2021-10-01,29.9,"min",0,"овочі"
"624","часник",2021-10-01,13.9,"min",0,"овочі"
"625","помідори",2021-10-01,174,"min",0,"овочі"
"626","гриби",2021-10-01,52.9,"min",-17,"овочі"
"627","салати",2021-10-01,31.5,"min",0,"овочі"
"628","сухофрукти",2021-10-01,61.9,"min",0,"сухофрукти"
"629","цукати",2021-10-01,227.133333333333,"min",0,"солодощі"
"630","сири плавлені",2021-10-01,116.888888888889,"min",-18,"молочна продукція та яйця"
"631","сири розсольні",2021-10-01,96.3333333333333,"min",-16,"молочна продукція та яйця"
"632","крем-сир",2021-10-01,37.9,"min",-56,"молочна продукція та яйця"
"633","молоко пастеризоване жирністю до 2,6% включно",2021-10-01,24.3333333333333,"min",-7.1,"молочна продукція та яйця"
"634","молоко з підвищеним вмістом жиру",2021-10-01,29.1139240506329,"min",0,"молочна продукція та яйця"
"635","сири м’які нежирні",2021-10-01,97.5,"min",0,"молочна продукція та яйця"
"636","сири м’які жирні",2021-10-01,87.8,"min",-25,"молочна продукція та яйця"
"637","сирки та сиркова маса",2021-10-01,105.555555555556,"min",-12,"молочна продукція та яйця"
"638","сметана жирністю до 15% включно",2021-10-01,38.8,"min",15,"молочна продукція та яйця"
"639","сметана з підвищеним вмістом жиру",2021-10-01,69,"min",0,"молочна продукція та яйця"
"640","йогурт",2021-10-01,29.6666666666667,"min",-3.5,"молочна продукція та яйця"
"641","морозиво",2021-10-01,23.9,"min",0,"солодощі"
"642","кефір 2.5%",2021-10-01,22.7777777777778,"min",0,"молочна продукція та яйця"
"643","масло вершкове 73%",2021-10-01,169,"min",0,"молочна продукція та яйця"
"644","масло вершкове 82%",2021-10-01,54.2,"min",0,"молочна продукція та яйця"
"645","маргарин",2021-10-01,62.72,"min",-21,"молочна продукція та яйця"
"646","яйця",2021-10-01,12.9,"min",-42,"молочна продукція та яйця"
"647","філе куряче",2021-10-01,52.82,"min",0,"м’ясо"
"648","свинина",2021-10-01,93.9,"min",-5.6,"м’ясо"
"649","свинина ребра",2021-10-01,106.95,"min",-18,"м’ясо"
"650","свинина гуляш",2021-10-01,105.95,"min",-3.6,"м’ясо"
"651","субпродукти яловичні",2021-10-01,26.95,"min",0,"м’ясо"
"652","свинина фарш",2021-10-01,104.95,"min",0,"м’ясо"
"653","субпродукти свинячі",2021-10-01,36.95,"min",0,"м’ясо"
"654","яловичина",2021-10-01,125.95,"min",0,"м’ясо"
"655","яловичина фарш",2021-10-01,155.95,"min",0,"м’ясо"
"656","яловичина ребра",2021-10-01,136.95,"min",0,"м’ясо"
"657","вирізка свиняча",2021-10-01,162.95,"min",-5.2,"м’ясо"
"658","сало",2021-10-01,108.75,"min",65,"м’ясо"
"659","риба червона",2021-10-01,229,"min",-35,"риба та морепродукти"
"660","риба річна",2021-10-01,109,"min",-0.82,"риба та морепродукти"
"661","сосиски, сардельки вищого ґатунку",2021-10-01,98.5818181818182,"min",0,"ковбасні вироби"
"662","сосиски, сардельки першого ґатунку",2021-10-01,58.5,"min",0,"ковбасні вироби"
"663","ковбаси сирокопчені в/ґ",2021-10-01,263,"min",5.2,"ковбасні вироби"
"664","ковбаси варені вищого ґатунку",2021-10-01,117,"min",0,"ковбасні вироби"
"665","ковбаси варено-копчені в/ґ",2021-10-01,141.55,"min",0,"ковбасні вироби"
"666","ковбаси варені першого ґатунку",2021-10-01,59.5402298850575,"min",0,"ковбасні вироби"
"667","вироби з м’яса делікатесні",2021-10-01,82.52,"min",-28,"ковбасні вироби"
"668","оселедці",2021-10-01,73.5,"min",0,"риба та морепродукти"
"669","скумбрія копчена",2021-10-01,129.9,"min",7.4,"риба та морепродукти"
"670","морепродукти",2021-10-01,11.9,"min",0,"риба та морепродукти"
"671","ікра червона",2021-10-01,190.652173913043,"min",-21,"риба та морепродукти"
"672","риба морожена",2021-10-01,48.1,"min",0,"риба та морепродукти"
"673","філе мороженої риби",2021-10-01,106.24,"min",-2.4,"риба та морепродукти"
"674","броколі заморожена",2021-10-01,74.75,"min",-9.4,"овочі заморожені"
"675","сіль",2021-10-01,6.02,"min",20,"соуси та спеції"
"676","мед",2021-10-01,65.45,"min",-53,"солодощі"
"677","крупи гречані",2021-10-01,33,"min",-12,"бакалея"
"678","рис",2021-10-01,20.3,"min",0,"бакалея"
"679","крупи манні",2021-10-01,16.65,"min",0,"бакалея"
"680","пластівці вівсяні",2021-10-01,19,"min",-30,"бакалея"
"681","пшоно",2021-10-01,17.07,"min",0,"бакалея"
"682","квасоля",2021-10-01,80.66,"min",0,"бакалея"
"683","крупи ячні",2021-10-01,16,"min",-2.5,"бакалея"
"684","макарони",2021-10-01,16,"min",-25,"бакалея"
"685","борошно пшеничне",2021-10-01,13.45,"min",-1.8,"бакалея"
"686","цукор",2021-10-01,25.8333333333333,"min",-5.7,"бакалея"
"687","ром",2021-10-01,54,"min",1.8,"алкоголь"
"688","супи",2021-10-01,56.75,"min",0,"бакалея"
"689","пиво",2021-10-01,14.6363636363636,"min",-2.1,"алкоголь"
"690","горілка",2021-10-01,178.8,"min",0,"алкоголь"
"691","вино червоне сухе",2021-10-01,44.3,"min",0,"алкоголь"
"692","вино біле сухе",2021-10-01,51,"min",13,"алкоголь"
"693","віскі",2021-10-01,23,"min",-18,"алкоголь"
"694","коньяк",2021-10-01,33,"min",-20,"алкоголь"
"695","майонез",2021-10-01,41.4,"min",0,"соуси та спеції"
"696","паста томатна",2021-10-01,47.672,"min",-3.9,"соуси та спеції"
"697","кетчуп томатний",2021-10-01,29.9666666666667,"min",0,"соуси та спеції"
"698","олія соняшникова",2021-10-01,52.4705882352941,"min",0,"олія"
"699","олія оливкова",2021-10-01,115,"min",0,"олія"
"700","консерви рибні в олії",2021-10-01,153.266666666667,"min",0,"риба та морепродукти"
"701","кукурудза консервована",2021-10-01,47.3809523809524,"min",0,"консервовані овочі і гриби"
"702","горошок консервований",2021-10-01,31.1764705882353,"min",0,"консервовані овочі і гриби"
"703","гриби консервовані",2021-10-01,93.4583333333333,"min",15,"консервовані овочі і гриби"
"704","карамель",2021-10-01,54.55,"min",0,"солодощі"
"705","зефір",2021-10-01,80.91,"min",-2.9,"солодощі"
"706","цукерки шоколадні",2021-10-01,123.9,"min",0,"солодощі"
"707","печиво здобне",2021-10-01,29.6666666666667,"min",-57,"солодощі"
"708","вафлі",2021-10-01,84.5,"min",-14,"солодощі"
"709","печиво затяжне",2021-10-01,66,"min",0,"солодощі"
"710","сік апельсиновий",2021-10-01,24,"min",-7.3,"безалкогольні напої"
"711","сік яблучний",2021-10-01,17.47,"min",9.2,"безалкогольні напої"
"712","шампанське",2021-10-01,68.6666666666667,"min",0,"алкоголь"
"713","кава мелена",2021-10-01,165.875,"min",-12,"кава і чай"
"714","кава розчинна",2021-10-01,80.55,"min",6.1,"кава і чай"
"715","чай у пакетиках",2021-10-01,278.933333333333,"min",-27,"кава і чай"
"716","солодка вода",2021-10-01,4.75,"min",0,"безалкогольні напої"
"717","сигарети з фільтром медіум класу",2021-10-01,57,"min",0,"сигарети"
"718","сигарети з фільтром преміум класу",2021-10-01,62.5,"min",0,"сигарети"
"719","молочні суміші для дитячого харчування",2021-10-01,340,"min",-17,"молочна продукція та яйця"
"720","кабачки",2021-10-01,15.9,"min",-5.9,"овочі"
"721","огірки",2021-10-01,29.5,"min",35,"овочі"
"722","вирізка яловича",2021-10-01,404.95,"min",-26,"м’ясо"
"723","батон",2021-11-01,45.7825,"Q1",17,"хліб"
"724","хліб цільнозерновий",2021-11-01,56.1666666666667,"Q1",10,"хліб"
"725","хліб житньо-пшеничний",2021-11-01,46.075,"Q1",-3.4,"хліб"
"726","хліб пшеничний",2021-11-01,34.4166666666667,"Q1",-1.9,"хліб"
"727","торти",2021-11-01,175,"Q1",-18,"солодощі"
"728","банани",2021-11-01,27.8,"Q1",1.6,"фрукти"
"729","мандарини",2021-11-01,38.5,"Q1",3.9,"фрукти"
"730","авокадо",2021-11-01,58,"Q1",150,"фрукти"
"731","виноград",2021-11-01,46.9,"Q1",-0.74,"фрукти"
"732","апельсини",2021-11-01,42.9,"Q1",-3.6,"фрукти"
"733","яблука",2021-11-01,16.35,"Q1",-2.7,"фрукти"
"734","ківі",2021-11-01,44.55,"Q1",-40,"фрукти"
"735","лимони",2021-11-01,24.9,"Q1",-28,"фрукти"
"736","ягоди",2021-11-01,145.75,"Q1",-57,"фрукти"
"737","кавуни",2021-11-01,8.9,"Q1",44,"фрукти"
"738","цибуля ріпчаста",2021-11-01,16.9,"Q1",22,"овочі"
"739","морква",2021-11-01,15.975,"Q1",110,"овочі"
"740","перець солодкий",2021-11-01,39.15,"Q1",57,"овочі"
"741","буряк",2021-11-01,8.9,"Q1",13,"овочі"
"742","капуста білокачанна",2021-11-01,7.925,"Q1",31,"овочі"
"743","кабачки",2021-11-01,54.9,"Q1",140,"овочі"
"744","картопля",2021-11-01,12.8,"Q1",0.039,"овочі"
"745","баклажани",2021-11-01,49.5,"Q1",50,"овочі"
"746","часник",2021-11-01,64.65,"Q1",98,"овочі"
"747","помідори",2021-11-01,119.6,"Q1",-37,"овочі"
"748","огірки",2021-11-01,29.8833333333333,"Q1",-15,"овочі"
"749","гриби",2021-11-01,69.375,"Q1",-3.1,"овочі"
"750","салати",2021-11-01,153.428571428571,"Q1",1.1,"овочі"
"751","сухофрукти",2021-11-01,169.091666666667,"Q1",8.4,"сухофрукти"
"752","цукати",2021-11-01,265.133333333333,"Q1",0,"солодощі"
"753","сири розсольні",2021-11-01,196.725869565217,"Q1",10,"молочна продукція та яйця"
"754","сири плавлені",2021-11-01,194,"Q1",-1,"молочна продукція та яйця"
"755","крем-сир",2021-11-01,259.846153846154,"Q1",3.4,"молочна продукція та яйця"
"756","молоко пастеризоване жирністю до 2,6% включно",2021-11-01,31.6675,"Q1",9.1,"молочна продукція та яйця"
"757","молоко з підвищеним вмістом жиру",2021-11-01,32.87,"Q1",0,"молочна продукція та яйця"
"758","сири м’які нежирні",2021-11-01,132.878787878788,"Q1",3.3,"молочна продукція та яйця"
"759","сири м’які жирні",2021-11-01,139.511904761905,"Q1",2.3,"молочна продукція та яйця"
"760","сирки та сиркова маса",2021-11-01,136.675,"Q1",-5.3,"молочна продукція та яйця"
"761","сметана жирністю до 15% включно",2021-11-01,74.9889758179232,"Q1",-3.2,"молочна продукція та яйця"
"762","сметана з підвищеним вмістом жиру",2021-11-01,93.6,"Q1",-1.3,"молочна продукція та яйця"
"763","йогурт",2021-11-01,62.6086956521739,"Q1",8.1,"молочна продукція та яйця"
"764","морозиво",2021-11-01,181.142857142857,"Q1",5.3,"солодощі"
"765","кефір 2.5%",2021-11-01,33.3561403508772,"Q1",-3,"молочна продукція та яйця"
"766","масло вершкове 82%",2021-11-01,279.95,"Q1",1.1,"молочна продукція та яйця"
"767","масло вершкове 73%",2021-11-01,236.277777777778,"Q1",-1.3,"молочна продукція та яйця"
"768","маргарин",2021-11-01,83.2,"Q1",-0.48,"молочна продукція та яйця"
"769","яйця",2021-11-01,34.45,"Q1",-4.5,"молочна продукція та яйця"
"770","філе куряче",2021-11-01,129.9,"Q1",2.5,"м’ясо"
"771","свинина",2021-11-01,118.7375,"Q1",-2.6,"м’ясо"
"772","свинина гуляш",2021-11-01,105.95,"Q1",-3.6,"м’ясо"
"773","яловичина фарш",2021-11-01,160.68,"Q1",3,"м’ясо"
"774","свинина ребра",2021-11-01,121.45,"Q1",14,"м’ясо"
"775","субпродукти яловичні",2021-11-01,35.95,"Q1",9.1,"м’ясо"
"776","вирізка свиняча",2021-11-01,172.45,"Q1",-0.29,"м’ясо"
"777","свинина фарш",2021-11-01,104.925,"Q1",-4.1,"м’ясо"
"778","яловичина",2021-11-01,232.95,"Q1",6.9,"м’ясо"
"779","субпродукти свинячі",2021-11-01,37.84,"Q1",-0.18,"м’ясо"
"780","яловичина ребра",2021-11-01,136.95,"Q1",0,"м’ясо"
"781","сало",2021-11-01,116.36,"Q1",-30,"м’ясо"
"782","вирізка яловича",2021-11-01,425.95,"Q1",-11,"м’ясо"
"783","риба червона",2021-11-01,369,"Q1",12,"риба та морепродукти"
"784","риба річна",2021-11-01,69,"Q1",-37,"риба та морепродукти"
"785","сосиски, сардельки вищого ґатунку",2021-11-01,178.0825,"Q1",2.3,"ковбасні вироби"
"786","сосиски, сардельки першого ґатунку",2021-11-01,114.985,"Q1",10,"ковбасні вироби"
"787","ковбаси сирокопчені в/ґ",2021-11-01,394.4025,"Q1",5.1,"ковбасні вироби"
"788","ковбаси варені вищого ґатунку",2021-11-01,161.06,"Q1",-2.5,"ковбасні вироби"
"789","ковбаси варено-копчені в/ґ",2021-11-01,221.94,"Q1",-3.5,"ковбасні вироби"
"790","ковбаси варені першого ґатунку",2021-11-01,106.83,"Q1",0,"ковбасні вироби"
"791","вироби з м’яса делікатесні",2021-11-01,253.29,"Q1",0.16,"ковбасні вироби"
"792","оселедці",2021-11-01,143.229166666667,"Q1",-4.2,"риба та морепродукти"
"793","скумбрія копчена",2021-11-01,207.8,"Q1",-10,"риба та морепродукти"
"794","морепродукти",2021-11-01,182.875,"Q1",-7.2,"риба та морепродукти"
"795","ікра червона",2021-11-01,1362.5,"Q1",17,"риба та морепродукти"
"796","вино червоне сухе",2021-11-01,158.666666666667,"Q1",8.2,"алкоголь"
"797","вино біле сухе",2021-11-01,151.5,"Q1",-0.46,"алкоголь"
"798","сіль",2021-11-01,27.8571428571429,"Q1",-0.93,"соуси та спеції"
"799","пиво",2021-11-01,42.52,"Q1",14,"алкоголь"
"800","мед",2021-11-01,159.72,"Q1",-6.3,"солодощі"
"801","крупи гречані",2021-11-01,50.0175,"Q1",-0.36,"бакалея"
"802","рис",2021-11-01,49.535,"Q1",22,"бакалея"
"803","пластівці вівсяні",2021-11-01,34.25,"Q1",-0.95,"бакалея"
"804","крупи манні",2021-11-01,19.15,"Q1",-0.39,"бакалея"
"805","пшоно",2021-11-01,20.41,"Q1",2.3,"бакалея"
"806","квасоля",2021-11-01,88.4125,"Q1",-1.8,"бакалея"
"807","крупи ячні",2021-11-01,17.818125,"Q1",0,"бакалея"
"808","макарони",2021-11-01,48.275,"Q1",0,"бакалея"
"809","борошно пшеничне",2021-11-01,17.1,"Q1",11,"бакалея"
"810","цукор",2021-11-01,27.2,"Q1",-2.8,"бакалея"
"811","ром",2021-11-01,402.726428571429,"Q1",-0.0034,"алкоголь"
"812","коньяк",2021-11-01,306.52,"Q1",0.89,"алкоголь"
"813","супи",2021-11-01,206.731818181818,"Q1",4.1,"бакалея"
"814","віскі",2021-11-01,507.092857142857,"Q1",-11,"алкоголь"
"815","шампанське",2021-11-01,146.533333333333,"Q1",0.41,"алкоголь"
"816","горілка",2021-11-01,184,"Q1",2.2,"алкоголь"
"817","майонез",2021-11-01,71.6666666666667,"Q1",-4.4,"соуси та спеції"
"818","паста томатна",2021-11-01,53.6544072164948,"Q1",-18,"соуси та спеції"
"819","кетчуп томатний",2021-11-01,44.75,"Q1",-3.4,"соуси та спеції"
"820","олія соняшникова",2021-11-01,63,"Q1",-7,"олія"
"821","олія оливкова",2021-11-01,328.06,"Q1",-3.7,"олія"
"822","консерви рибні в олії",2021-11-01,214.666666666667,"Q1",-7.7,"риба та морепродукти"
"823","кукурудза консервована",2021-11-01,82.3474264705882,"Q1",-6,"консервовані овочі і гриби"
"824","горошок консервований",2021-11-01,58.7764705882353,"Q1",-11,"консервовані овочі і гриби"
"825","гриби консервовані",2021-11-01,117.534246575342,"Q1",7.2,"консервовані овочі і гриби"
"826","карамель",2021-11-01,75.67,"Q1",6.1,"солодощі"
"827","зефір",2021-11-01,106.25,"Q1",-6.5,"солодощі"
"828","цукерки шоколадні",2021-11-01,332.529411764706,"Q1",-10,"солодощі"
"829","вафлі",2021-11-01,121.759259259259,"Q1",-0.29,"солодощі"
"830","печиво здобне",2021-11-01,104.828571428571,"Q1",0,"солодощі"
"831","печиво затяжне",2021-11-01,74.99,"Q1",14,"солодощі"
"832","сік апельсиновий",2021-11-01,38.8,"Q1",12,"безалкогольні напої"
"833","сік яблучний",2021-11-01,24.1052631578947,"Q1",-6.9,"безалкогольні напої"
"834","кава мелена",2021-11-01,279.8,"Q1",-3.7,"кава і чай"
"835","кава розчинна",2021-11-01,844.333333333333,"Q1",0.97,"кава і чай"
"836","чай у пакетиках",2021-11-01,568.8,"Q1",0,"кава і чай"
"837","солодка вода",2021-11-01,14.4,"Q1",3.6,"безалкогольні напої"
"838","сигарети з фільтром медіум класу",2021-11-01,59,"Q1",-0.63,"сигарети"
"839","сигарети з фільтром преміум класу",2021-11-01,63.5,"Q1",1.6,"сигарети"
"840","батон",2021-11-01,9.29,"min",0,"хліб"
"841","хліб цільнозерновий",2021-11-01,40,"min",28,"хліб"
"842","хліб житньо-пшеничний",2021-11-01,25,"min",-19,"хліб"
"843","хліб пшеничний",2021-11-01,9.48,"min",-43,"хліб"
"844","торти",2021-11-01,42.8571428571429,"min",-29,"солодощі"
"845","банани",2021-11-01,24.5,"min",-8.9,"фрукти"
"846","мандарини",2021-11-01,25.9,"min",5.7,"фрукти"
"847","авокадо",2021-11-01,18.5,"min",24,"фрукти"
"848","виноград",2021-11-01,19.9,"min",-47,"фрукти"
"849","апельсини",2021-11-01,18.9,"min",-56,"фрукти"
"850","яблука",2021-11-01,6.9,"min",-22,"фрукти"
"851","ківі",2021-11-01,19.5,"min",-72,"фрукти"
"852","лимони",2021-11-01,9.5,"min",-71,"фрукти"
"853","ягоди",2021-11-01,79.5,"min",-75,"фрукти"
"854","кавуни",2021-11-01,6.5,"min",33,"фрукти"
"855","цибуля ріпчаста",2021-11-01,5.2,"min",-40,"овочі"
"856","морква",2021-11-01,7.4,"min",7.2,"овочі"
"857","перець солодкий",2021-11-01,19.9,"min",2.1,"овочі"
"858","буряк",2021-11-01,6.5,"min",-14,"овочі"
"859","капуста білокачанна",2021-11-01,7.65,"min",63,"овочі"
"860","кабачки",2021-11-01,49.9,"min",210,"овочі"
"861","картопля",2021-11-01,6.9,"min",-5.5,"овочі"
"862","баклажани",2021-11-01,35,"min",17,"овочі"
"863","часник",2021-11-01,18.9,"min",36,"овочі"
"864","помідори",2021-11-01,119.6,"min",-31,"овочі"
"865","огірки",2021-11-01,5.83333333333333,"min",-80,"овочі"
"866","гриби",2021-11-01,32.2222222222222,"min",-39,"овочі"
"867","салати",2021-11-01,19.5,"min",-38,"овочі"
"868","сухофрукти",2021-11-01,61.9,"min",0,"сухофрукти"
"869","цукати",2021-11-01,227.133333333333,"min",0,"солодощі"
"870","сири розсольні",2021-11-01,86.3333333333333,"min",-10,"молочна продукція та яйця"
"871","сири плавлені",2021-11-01,125,"min",6.9,"молочна продукція та яйця"
"872","крем-сир",2021-11-01,37.9,"min",0,"молочна продукція та яйця"
"873","молоко пастеризоване жирністю до 2,6% включно",2021-11-01,25.8777777777778,"min",6.3,"молочна продукція та яйця"
"874","молоко з підвищеним вмістом жиру",2021-11-01,25.8947368421053,"min",-11,"молочна продукція та яйця"
"875","сири м’які нежирні",2021-11-01,94.975,"min",-2.6,"молочна продукція та яйця"
"876","сири м’які жирні",2021-11-01,107.8,"min",23,"молочна продукція та яйця"
"877","сирки та сиркова маса",2021-11-01,120.75,"min",14,"молочна продукція та яйця"
"878","сметана жирністю до 15% включно",2021-11-01,33.6231884057971,"min",-13,"молочна продукція та яйця"
"879","сметана з підвищеним вмістом жиру",2021-11-01,72.25,"min",4.7,"молочна продукція та яйця"
"880","йогурт",2021-11-01,NA,"min",NA,"молочна продукція та яйця"
"881","морозиво",2021-11-01,23.9,"min",0,"солодощі"
"882","кефір 2.5%",2021-11-01,22.7777777777778,"min",0,"молочна продукція та яйця"
