"name","month","price","measure","mode","category","inflation_dynamic","inflation","short_name","picture"
"олія соняшникова","2021-11-01",63,"Q1",0.85,"олія",100,93,"олія соняшникова","oil.png"
"олія оливкова","2021-11-01",328,"Q1",0.5,"олія",100,96.3,"олія оливкова","oil.png"
"консерви рибні в олії","2021-11-01",214.666666666667,"Q1",0.24,"риба та морепродукти",90.5,92.3,"консерви рибні в олії","fish.png"
"кукурудза консервована","2021-11-01",74.5882352941177,"Q1",0.34,"консервовані овочі і гриби",105.7,85,"кукурудза консервована","conservation.png"
"горошок консервований","2021-11-01",58.7764705882353,"Q1",0.4,"консервовані овочі і гриби",103.8,89,"горошок консервований","conservation.png"
"гриби консервовані","2021-11-01",115.636796042618,"Q1",0.58,"консервовані овочі і гриби",105.3,105.4,"гриби консервовані","conservation.png"
"карамель","2021-11-01",75.05,"Q1",1,"солодощі",100.98,105.2,"карамель","sweets.png"
"зефір","2021-11-01",106.25,"Q1",1,"солодощі",97.6,93.5,"зефір","sweets.png"
"цукерки шоколадні","2021-11-01",331.930392156863,"Q1",0.2,"солодощі",100.54,90,"цукерки шоколадні","sweets.png"
"вафлі","2021-11-01",121.759259259259,"Q1",1,"солодощі",99.92,99.71,"вафлі","sweets.png"
"печиво здобне","2021-11-01",100,"Q1",0.3,"солодощі",102.9,95.4,"печиво здобне","sweets.png"
"печиво затяжне","2021-11-01",74.99,"Q1",0.11,"солодощі",100,114,"печиво затяжне","sweets.png"
"сік апельсиновий","2021-11-01",37.8,"Q1",1,"безалкогольні напої",92.6,109.1,"сік апельсиновий","non_alcohol_drinks.png"
"сік яблучний","2021-11-01",23.7368421052632,"Q1",1,"безалкогольні напої",97.6,91.7,"сік яблучний","non_alcohol_drinks.png"
"кава мелена","2021-11-01",277.95,"Q1",0.25,"кава і чай",96.1,95.6,"кава мелена","coffee_tea.png"
"кава розчинна","2021-11-01",844.333333333333,"Q1",0.1,"кава і чай",98.7,100.97,"кава розчинна","coffee_tea.png"
"чай у пакетиках","2021-11-01",564.4,"Q1",0.05,"кава і чай",99.37,99.23,"чай у пакетиках","coffee_tea.png"
"солодка вода","2021-11-01",14.4,"Q1",0.5,"безалкогольні напої",102.8,103.6,"солодка вода","non_alcohol_drinks.png"
"сигарети з фільтром медіум класу","2021-11-01",59,"Q1",1,"сигарети",98.3,99.37,"сигарети з фільтром медіум класу","cigarettes.png"
"сигарети з фільтром преміум класу","2021-11-01",63.5,"Q1",1,"сигарети",100,101.6,"сигарети з фільтром преміум класу","cigarettes.png"
"батон","2021-12-01",46.4444444444444,"Q1",0.4,"хліб",102.1,100.036,"батон","bread.png"
"хліб житньо-пшеничний","2021-12-01",48.7666666666667,"Q1",0.4,"хліб",101.2,103.8,"хліб житньо-пшеничний","bread.png"
"хліб цільнозерновий","2021-12-01",58.5,"Q1",0.3,"хліб",98.9,104.2,"хліб цільнозерновий","bread.png"
"хліб пшеничний","2021-12-01",37.1666666666667,"Q1",0.6,"хліб",92.6,101.9,"хліб пшеничний","bread.png"
"торти","2021-12-01",179.857142857143,"Q1",0.85,"солодощі",97.2,102,"торти","sweets.png"
"банани","2021-12-01",28.7,"Q1",1,"фрукти",96.6,103.2,"банани","fruits.png"
"лимони","2021-12-01",29.9,"Q1",1,"фрукти",100,120,"лимони","fruits.png"
"мандарини","2021-12-01",38.5,"Q1",1,"фрукти",96.5,100,"мандарини","fruits.png"
"яблука","2021-12-01",13.9,"Q1",1,"фрукти",97.9,87,"яблука","fruits.png"
"ківі","2021-12-01",39.9,"Q1",1,"фрукти",94,94.1,"ківі","fruits.png"
"апельсини","2021-12-01",42.9,"Q1",1,"фрукти",102.4,100,"апельсини","fruits.png"
"цибуля ріпчаста","2021-12-01",17.9,"Q1",1,"овочі",89,105.9,"цибуля ріпчаста","vegetables.png"
"морква","2021-12-01",16,"Q1",1,"овочі",95.8,100.16,"морква","vegetables.png"
"картопля","2021-12-01",12.965,"Q1",1,"овочі",99.5,100.5,"картопля","vegetables.png"
"буряк","2021-12-01",11.8,"Q1",1,"овочі",79,133,"буряк","vegetables.png"
"капуста білокачанна","2021-12-01",10.8,"Q1",1,"овочі",65,134,"капуста білокачанна","vegetables.png"
"часник","2021-12-01",64.9,"Q1",1,"овочі",182,100,"часник","vegetables.png"
"помідори","2021-12-01",137.6,"Q1",0.25,"овочі",97.2,115,"помідори","vegetables.png"
"баклажани","2021-12-01",49.5,"Q1",1,"овочі",99.8,100,"баклажани","vegetables.png"
"перець солодкий","2021-12-01",34.9,"Q1",1,"овочі",62,100,"перець солодкий","vegetables.png"
"огірки","2021-12-01",47.9,"Q1",1,"овочі",56,126,"огірки","vegetables.png"
"гриби","2021-12-01",72,"Q1",0.25,"овочі",93.6,103.2,"гриби","vegetables.png"
"салати","2021-12-01",140,"Q1",1,"овочі",96.9,93.3,"салати","vegetables.png"
"сухофрукти","2021-12-01",169.9,"Q1",0.2,"сухофрукти",103.8,100,"сухофрукти","dried_fruits.png"
"цукати","2021-12-01",265.133333333333,"Q1",0.15,"солодощі",92,100,"цукати","sweets.png"
"сири плавлені","2021-12-01",196,"Q1",0.09,"молочна продукція та яйця",99.16,101,"сири плавлені","milk.png"
"сири розсольні","2021-12-01",205.217391304348,"Q1",1,"молочна продукція та яйця",102,102.6,"сири розсольні","milk.png"
"крем-сир","2021-12-01",259.846153846154,"Q1",0.125,"молочна продукція та яйця",101.4,103.4,"крем-сир","milk.png"
"молоко пастеризоване жирністю до 2,6% включно","2021-12-01",32.3333333333333,"Q1",0.9,"молочна продукція та яйця",104.3,101.8,"молоко 2.5%","milk.png"
"молоко з підвищеним вмістом жиру","2021-12-01",33.8754385964912,"Q1",0.95,"молочна продукція та яйця",98.7,103.3,"молоко 3.2%","milk.png"
"сири м’які нежирні","2021-12-01",134.464285714286,"Q1",0.2,"молочна продукція та яйця",98.8,101.2,"сири м’які нежирні","milk.png"
"сири м’які жирні","2021-12-01",144.142857142857,"Q1",0.2,"молочна продукція та яйця",98.8,103.1,"сири м’які жирні","milk.png"
"сирки та сиркова маса","2021-12-01",135,"Q1",0.2,"молочна продукція та яйця",95.1,100,"сирки та сиркова маса","milk.png"
"сметана жирністю до 15% включно","2021-12-01",79.7199248120301,"Q1",0.35,"молочна продукція та яйця",101.7,106,"сметана 10-15%","milk.png"
"сметана з підвищеним вмістом жиру","2021-12-01",94,"Q1",0.35,"молочна продукція та яйця",99.69,100.43,"сметана 20%+","milk.png"
"йогурт","2021-12-01",62.6086956521739,"Q1",0.115,"молочна продукція та яйця",102.6,100.06,"йогурт","milk.png"
"морозиво","2021-12-01",172.5,"Q1",0.07,"солодощі",90.8,96,"морозиво","sweets.png"
"кефір 2.5%","2021-12-01",34.2888888888889,"Q1",0.9,"молочна продукція та яйця",99.81,103.2,"кефір 2.5%","milk.png"
"масло вершкове 73%","2021-12-01",239,"Q1",0.2,"молочна продукція та яйця",100.21,101.2,"масло вершкове 73%","milk.png"
"масло вершкове 82%","2021-12-01",277.222222222222,"Q1",0.2,"молочна продукція та яйця",96,99.25,"масло вершкове 82%","milk.png"
"маргарин","2021-12-01",83.2,"Q1",0.25,"молочна продукція та яйця",99.76,100,"маргарин","milk.png"
"яйця","2021-12-01",37.375,"Q1",1,"молочна продукція та яйця",94.4,108.3,"яйця 10шт.","milk.png"
"філе куряче","2021-12-01",129.9,"Q1",1,"м’ясо",93.7,100.15,"філе куряче","meat.png"
"свинина","2021-12-01",129.9,"Q1",1,"м’ясо",100.74,110,"свинина","meat.png"
"вирізка свиняча","2021-12-01",172.95,"Q1",1,"м’ясо",98.3,100.29,"вирізка свиняча","meat.png"
"свинина гуляш","2021-12-01",105.95,"Q1",1,"м’ясо",93.8,100,"свинина гуляш","meat.png"
"свинина фарш","2021-12-01",104.95,"Q1",1,"м’ясо",97.2,100.012,"свинина фарш","meat.png"
"свинина ребра","2021-12-01",112.95,"Q1",1,"м’ясо",93.8,100,"свинина ребра","meat.png"
"субпродукти яловичні","2021-12-01",35.95,"Q1",1,"м’ясо",88,100,"субпродукти яловичні","meat.png"
"яловичина фарш","2021-12-01",160.68,"Q1",1,"м’ясо",101.2,100,"яловичина фарш","meat.png"
"субпродукти свинячі","2021-12-01",37.84,"Q1",1,"м’ясо",99.78,100,"субпродукти свинячі","meat.png"
"яловичина","2021-12-01",232.95,"Q1",1,"м’ясо",99.36,100,"яловичина","meat.png"
"яловичина ребра","2021-12-01",136.95,"Q1",1,"м’ясо",100,100,"яловичина ребра","meat.png"
"сало","2021-12-01",116.36,"Q1",1,"м’ясо",90.6,100,"сало","meat.png"
"вирізка яловича","2021-12-01",425.95,"Q1",1,"м’ясо",86,100,"вирізка яловича","meat.png"
"риба червона","2021-12-01",379,"Q1",1,"риба та морепродукти",96.8,106.9,"риба червона","fish.png"
"риба річна","2021-12-01",95.9,"Q1",1,"риба та морепродукти",108.8,139,"риба річна","fish.png"
"сосиски, сардельки вищого ґатунку","2021-12-01",183.366666666667,"Q1",1,"ковбасні вироби",100.34,102.2,"сосиски, сардельки в/ґ","sausage.png"
"ковбаси варені вищого ґатунку","2021-12-01",160.65,"Q1",1,"ковбасні вироби",96.9,99.75,"ковбаси варені в/ґ","sausage.png"
"сосиски, сардельки першого ґатунку","2021-12-01",111.7,"Q1",1,"ковбасні вироби",101.6,97,"сосиски, сардельки 1/ґ","sausage.png"
"ковбаси сирокопчені в/ґ","2021-12-01",394.1,"Q1",1,"ковбасні вироби",100.57,100,"ковбаси сирокопчені в/ґ","sausage.png"
"ковбаси варено-копчені в/ґ","2021-12-01",219.12,"Q1",1,"ковбасні вироби",90.2,98.7,"ковбаси варено-копчені в/ґ","sausage.png"
"ковбаси варені першого ґатунку","2021-12-01",108.742857142857,"Q1",1,"ковбасні вироби",105.5,101.8,"ковбаси варені 1/ґ","sausage.png"
"пиво","2021-12-01",43.6,"Q1",0.5,"алкоголь",102.8,102.5,"пиво","alcohol.png"
"вироби з м’яса делікатесні","2021-12-01",257,"Q1",1,"ковбасні вироби",99.26,101.2,"м’ясні делікатеси","sausage.png"
"оселедці","2021-12-01",149.444444444444,"Q1",0.18,"риба та морепродукти",93.7,104.3,"оселедці","fish.png"
"скумбрія копчена","2021-12-01",207.8,"Q1",1,"риба та морепродукти",104,100,"скумбрія копчена","fish.png"
"ікра червона","2021-12-01",1495.20833333333,"Q1",0.1,"риба та морепродукти",99.76,109.7,"ікра червона","fish.png"
"морепродукти","2021-12-01",184.3,"Q1",0.2,"риба та морепродукти",101.3,100.99,"морепродукти","fish.png"
"вино червоне сухе","2021-12-01",160.88,"Q1",0.75,"алкоголь",98.8,100.63,"вино червоне сухе","alcohol.png"
"вино біле сухе","2021-12-01",157.2,"Q1",0.75,"алкоголь",99.08,102.6,"вино біле сухе","alcohol.png"
"сіль","2021-12-01",26.4,"Q1",0.5,"соуси та спеції",96.8,94.8,"сіль","species.png"
"мед","2021-12-01",171.6,"Q1",0.25,"солодощі",100,107.4,"мед","sweets.png"
"крупи гречані","2021-12-01",54.275,"Q1",1,"бакалея",92.8,106.5,"крупи гречані","groceries.png"
"рис","2021-12-01",48.5849056603774,"Q1",1,"бакалея",105.3,98.6,"рис","groceries.png"
"пшоно","2021-12-01",20.41,"Q1",1,"бакалея",88,100,"пшоно","groceries.png"
"крупи манні","2021-12-01",20.9,"Q1",1,"бакалея",98.6,109.1,"крупи манні","groceries.png"
"пластівці вівсяні","2021-12-01",34.25,"Q1",0.5,"бакалея",99.05,100,"пластівці вівсяні","groceries.png"
"крупи ячні","2021-12-01",17.8875,"Q1",0.8,"бакалея",91.4,105,"крупи ячні","groceries.png"
"квасоля","2021-12-01",89.55,"Q1",0.2,"бакалея",100,101.3,"квасоля","groceries.png"
"макарони","2021-12-01",55.5,"Q1",0.5,"бакалея",93.7,115,"макарони","groceries.png"
"борошно пшеничне","2021-12-01",17.1,"Q1",1,"бакалея",93,100,"борошно пшеничне","groceries.png"
"цукор","2021-12-01",27.2,"Q1",0.005,"бакалея",95.2,100,"цукор","groceries.png"
"ром","2021-12-01",389,"Q1",0.7,"алкоголь",94.1,96.6,"ром","alcohol.png"
"коньяк","2021-12-01",303.8,"Q1",0.5,"алкоголь",100.066,99.86,"коньяк","alcohol.png"
"супи","2021-12-01",207.981818181818,"Q1",0.05,"бакалея",101.4,100.6,"супи","groceries.png"
"віскі","2021-12-01",528.428571428571,"Q1",0.7,"алкоголь",95.1,103.9,"віскі","alcohol.png"
"майонез","2021-12-01",71.6666666666667,"Q1",0.3,"соуси та спеції",95.9,100,"майонез","species.png"
"паста томатна","2021-12-01",65.105,"Q1",0.07,"соуси та спеції",99.25,118,"паста томатна","species.png"
"кетчуп томатний","2021-12-01",47,"Q1",0.25,"соуси та спеції",98.2,105,"кетчуп томатний","species.png"
"олія соняшникова","2021-12-01",63,"Q1",0.85,"олія",100,100,"олія соняшникова","oil.png"
"олія оливкова","2021-12-01",328,"Q1",0.5,"олія",96,100,"олія оливкова","oil.png"
"консерви рибні в олії","2021-12-01",237.291666666667,"Q1",0.24,"риба та морепродукти",98.7,111,"консерви рибні в олії","fish.png"
"горошок консервований","2021-12-01",56.6045548654244,"Q1",0.4,"консервовані овочі і гриби",97.9,96.3,"горошок консервований","conservation.png"
"кукурудза консервована","2021-12-01",70.5808823529412,"Q1",0.34,"консервовані овочі і гриби",99.99,94.6,"кукурудза консервована","conservation.png"
"гриби консервовані","2021-12-01",109.861111111111,"Q1",0.58,"консервовані овочі і гриби",112,95,"гриби консервовані","conservation.png"
"карамель","2021-12-01",74.325,"Q1",1,"солодощі",98.7,99.03,"карамель","sweets.png"
"зефір","2021-12-01",108.857142857143,"Q1",1,"солодощі",96.7,102.5,"зефір","sweets.png"
"цукерки шоколадні","2021-12-01",330.133333333333,"Q1",0.2,"солодощі",97.9,99.46,"цукерки шоколадні","sweets.png"
"вафлі","2021-12-01",121.857142857143,"Q1",1,"солодощі",99.72,100.08,"вафлі","sweets.png"
"печиво здобне","2021-12-01",97.1666666666667,"Q1",0.3,"солодощі",92.5,97.2,"печиво здобне","sweets.png"
"печиво затяжне","2021-12-01",74.99,"Q1",0.11,"солодощі",103.1,100,"печиво затяжне","sweets.png"
"сік апельсиновий","2021-12-01",40.8,"Q1",1,"безалкогольні напої",100,107.9,"сік апельсиновий","non_alcohol_drinks.png"
"сік яблучний","2021-12-01",24.3157894736842,"Q1",1,"безалкогольні напої",90.2,102.4,"сік яблучний","non_alcohol_drinks.png"
"шампанське","2021-12-01",145.333333333333,"Q1",0.75,"алкоголь",84,99.18,"шампанське","alcohol.png"
"кава мелена","2021-12-01",289.2,"Q1",0.25,"кава і чай",94.6,104,"кава мелена","coffee_tea.png"
"кава розчинна","2021-12-01",855.307030129125,"Q1",0.1,"кава і чай",99.41,101.3,"кава розчинна","coffee_tea.png"
"чай у пакетиках","2021-12-01",568,"Q1",0.05,"кава і чай",98.6,100.64,"чай у пакетиках","coffee_tea.png"
"солодка вода","2021-12-01",14.0075,"Q1",0.5,"безалкогольні напої",104.3,97.3,"солодка вода","non_alcohol_drinks.png"
"горілка","2021-12-01",184.142857142857,"Q1",0.5,"алкоголь",100.18,99.922,"горілка","alcohol.png"
"кабачки","2021-12-01",49.3375,"Q1",1,"овочі",87,86,"кабачки","vegetables.png"
"сигарети з фільтром медіум класу","2021-12-01",60,"Q1",1,"сигарети",98.4,101.7,"сигарети з фільтром медіум класу","cigarettes.png"
"сигарети з фільтром преміум класу","2021-12-01",63.5,"Q1",1,"сигарети",98.8,100,"сигарети з фільтром преміум класу","cigarettes.png"
"батон","2022-01-01",45.5,"Q1",0.4,"хліб",100,98,"батон","bread.png"
"хліб цільнозерновий","2022-01-01",59.125,"Q1",0.3,"хліб",100,101.1,"хліб цільнозерновий","bread.png"
"хліб житньо-пшеничний","2022-01-01",48.2,"Q1",0.4,"хліб",100,98.8,"хліб житньо-пшеничний","bread.png"
"хліб пшеничний","2022-01-01",40.15,"Q1",0.6,"хліб",100,108,"хліб пшеничний","bread.png"
"торти","2022-01-01",185,"Q1",0.85,"солодощі",100,102.9,"торти","sweets.png"
"банани","2022-01-01",29.7,"Q1",1,"фрукти",100,103.5,"банани","fruits.png"
"мандарини","2022-01-01",39.9,"Q1",1,"фрукти",100,103.6,"мандарини","fruits.png"
"апельсини","2022-01-01",41.9,"Q1",1,"фрукти",100,97.7,"апельсини","fruits.png"
"ківі","2022-01-01",42.425,"Q1",1,"фрукти",100,106.3,"ківі","fruits.png"
"лимони","2022-01-01",29.9,"Q1",1,"фрукти",100,100,"лимони","fruits.png"
"яблука","2022-01-01",14.2,"Q1",1,"фрукти",100,102.2,"яблука","fruits.png"
"цибуля ріпчаста","2022-01-01",20.15,"Q1",1,"овочі",100,113,"цибуля ріпчаста","vegetables.png"
"морква","2022-01-01",16.7,"Q1",1,"овочі",100,104.4,"морква","vegetables.png"
"картопля","2022-01-01",13.03,"Q1",1,"овочі",100,100.5,"картопля","vegetables.png"
"буряк","2022-01-01",14.9,"Q1",1,"овочі",100,126,"буряк","vegetables.png"
"капуста білокачанна","2022-01-01",16.525,"Q1",1,"овочі",100,153,"капуста білокачанна","vegetables.png"
"кабачки","2022-01-01",57,"Q1",1,"овочі",100,116,"кабачки","vegetables.png"
"часник","2022-01-01",35.65,"Q1",1,"овочі",100,55,"часник","vegetables.png"
"помідори","2022-01-01",141.6,"Q1",0.25,"овочі",100,102.9,"помідори","vegetables.png"
"огірки","2022-01-01",85.85,"Q1",1,"овочі",100,179,"огірки","vegetables.png"
"баклажани","2022-01-01",49.6,"Q1",1,"овочі",100,100.2,"баклажани","vegetables.png"
"перець солодкий","2022-01-01",56.4,"Q1",1,"овочі",100,162,"перець солодкий","vegetables.png"
"гриби","2022-01-01",76.9326923076923,"Q1",0.25,"овочі",100,106.9,"гриби","vegetables.png"
"салати","2022-01-01",144.5,"Q1",1,"овочі",100,103.2,"салати","vegetables.png"
"сухофрукти","2022-01-01",163.75,"Q1",0.2,"сухофрукти",100,96.4,"сухофрукти","dried_fruits.png"
"цукати","2022-01-01",288.206666666667,"Q1",0.15,"солодощі",100,108.7,"цукати","sweets.png"
"сири плавлені","2022-01-01",197.666666666667,"Q1",0.09,"молочна продукція та яйця",100,100.85,"сири плавлені","milk.png"
"сири розсольні","2022-01-01",201.2,"Q1",1,"молочна продукція та яйця",100,98,"сири розсольні","milk.png"
"крем-сир","2022-01-01",256.361538461538,"Q1",0.125,"молочна продукція та яйця",100,98.7,"крем-сир","milk.png"
"молоко пастеризоване жирністю до 2,6% включно","2022-01-01",31,"Q1",0.9,"молочна продукція та яйця",100,95.9,"молоко 2.5%","milk.png"
"молоко з підвищеним вмістом жиру","2022-01-01",34.3055555555556,"Q1",0.95,"молочна продукція та яйця",100,101.3,"молоко 3.2%","milk.png"
"сири м’які нежирні","2022-01-01",136.133333333333,"Q1",0.2,"молочна продукція та яйця",100,101.2,"сири м’які нежирні","milk.png"
"сири м’які жирні","2022-01-01",145.925,"Q1",0.2,"молочна продукція та яйця",100,101.2,"сири м’які жирні","milk.png"
"сирки та сиркова маса","2022-01-01",142,"Q1",0.2,"молочна продукція та яйця",100,105.2,"сирки та сиркова маса","milk.png"
"сметана жирністю до 15% включно","2022-01-01",78.3703007518797,"Q1",0.35,"молочна продукція та яйця",100,98.3,"сметана 10-15%","milk.png"
"сметана з підвищеним вмістом жиру","2022-01-01",94.2941176470588,"Q1",0.35,"молочна продукція та яйця",100,100.31,"сметана 20%+","milk.png"
"йогурт","2022-01-01",61.0480943738657,"Q1",0.115,"молочна продукція та яйця",100,97.5,"йогурт","milk.png"
"морозиво","2022-01-01",189.892857142857,"Q1",0.07,"солодощі",100,110,"морозиво","sweets.png"
"кефір 2.5%","2022-01-01",34.3529411764706,"Q1",0.9,"молочна продукція та яйця",100,100.19,"кефір 2.5%","milk.png"
"масло вершкове 82%","2022-01-01",288.75,"Q1",0.2,"молочна продукція та яйця",100,104.2,"масло вершкове 82%","milk.png"
"масло вершкове 73%","2022-01-01",238.5,"Q1",0.2,"молочна продукція та яйця",100,99.79,"масло вершкове 73%","milk.png"
"маргарин","2022-01-01",83.4,"Q1",0.25,"молочна продукція та яйця",100,100.24,"маргарин","milk.png"
"яйця","2022-01-01",39.6,"Q1",1,"молочна продукція та яйця",100,106,"яйця 10шт.","milk.png"
"філе куряче","2022-01-01",138.65,"Q1",1,"м’ясо",100,106.7,"філе куряче","meat.png"
"свинина","2022-01-01",128.95,"Q1",1,"м’ясо",100,99.27,"свинина","meat.png"
"вирізка свиняча","2022-01-01",175.95,"Q1",1,"м’ясо",100,101.7,"вирізка свиняча","meat.png"
"свинина фарш","2022-01-01",107.95,"Q1",1,"м’ясо",100,102.9,"свинина фарш","meat.png"
"свинина ребра","2022-01-01",120.45,"Q1",1,"м’ясо",100,106.6,"свинина ребра","meat.png"
"субпродукти свинячі","2022-01-01",37.9225,"Q1",1,"м’ясо",100,100.22,"субпродукти свинячі","meat.png"
"яловичина","2022-01-01",234.45,"Q1",1,"м’ясо",100,100.64,"яловичина","meat.png"
"яловичина фарш","2022-01-01",158.8375,"Q1",1,"м’ясо",100,98.9,"яловичина фарш","meat.png"
"субпродукти яловичні","2022-01-01",40.95,"Q1",1,"м’ясо",100,114,"субпродукти яловичні","meat.png"
"свинина гуляш","2022-01-01",112.95,"Q1",1,"м’ясо",100,106.6,"свинина гуляш","meat.png"
"сало","2022-01-01",128.4,"Q1",1,"м’ясо",100,110,"сало","meat.png"
"яловичина ребра","2022-01-01",136.95,"Q1",1,"м’ясо",100,100,"яловичина ребра","meat.png"
"вирізка яловича","2022-01-01",495.91,"Q1",1,"м’ясо",100,116,"вирізка яловича","meat.png"
"риба червона","2022-01-01",391.725,"Q1",1,"риба та морепродукти",100,103.4,"риба червона","fish.png"
"риба річна","2022-01-01",88.175,"Q1",1,"риба та морепродукти",100,91.9,"риба річна","fish.png"
"сосиски, сардельки вищого ґатунку","2022-01-01",182.748226950355,"Q1",1,"ковбасні вироби",100,99.66,"сосиски, сардельки в/ґ","sausage.png"
"ковбаси сирокопчені в/ґ","2022-01-01",391.875,"Q1",1,"ковбасні вироби",100,99.44,"ковбаси сирокопчені в/ґ","sausage.png"
"ковбаси варено-копчені в/ґ","2022-01-01",242.9,"Q1",1,"ковбасні вироби",100,111,"ковбаси варено-копчені в/ґ","sausage.png"
"сосиски, сардельки першого ґатунку","2022-01-01",109.936538461538,"Q1",1,"ковбасні вироби",100,98.4,"сосиски, сардельки 1/ґ","sausage.png"
"ковбаси варені вищого ґатунку","2022-01-01",165.813953488372,"Q1",1,"ковбасні вироби",100,103.2,"ковбаси варені в/ґ","sausage.png"
"ковбаси варені першого ґатунку","2022-01-01",103.1,"Q1",1,"ковбасні вироби",100,94.8,"ковбаси варені 1/ґ","sausage.png"
"пиво","2022-01-01",42.4,"Q1",0.5,"алкоголь",100,97.2,"пиво","alcohol.png"
"вироби з м’яса делікатесні","2022-01-01",258.916666666667,"Q1",1,"ковбасні вироби",100,100.75,"м’ясні делікатеси","sausage.png"
"оселедці","2022-01-01",159.5,"Q1",0.18,"риба та морепродукти",100,106.7,"оселедці","fish.png"
"скумбрія копчена","2022-01-01",199.9,"Q1",1,"риба та морепродукти",100,96.2,"скумбрія копчена","fish.png"
"ікра червона","2022-01-01",1498.75,"Q1",0.1,"риба та морепродукти",100,100.24,"ікра червона","fish.png"
"морепродукти","2022-01-01",182,"Q1",0.2,"риба та морепродукти",100,98.8,"морепродукти","fish.png"
"вино червоне сухе","2022-01-01",162.76,"Q1",0.75,"алкоголь",100,101.2,"вино червоне сухе","alcohol.png"
"вино біле сухе","2022-01-01",158.666666666667,"Q1",0.75,"алкоголь",100,100.93,"вино біле сухе","alcohol.png"
"сіль","2022-01-01",27.26,"Q1",0.5,"соуси та спеції",100,103.3,"сіль","species.png"
"мед","2022-01-01",171.6,"Q1",0.25,"солодощі",100,100,"мед","sweets.png"
"крупи гречані","2022-01-01",58.4905660377359,"Q1",1,"бакалея",100,107.8,"крупи гречані","groceries.png"
"рис","2022-01-01",46.12,"Q1",1,"бакалея",100,94.9,"рис","groceries.png"
"пластівці вівсяні","2022-01-01",34.58,"Q1",0.5,"бакалея",100,100.96,"пластівці вівсяні","groceries.png"
"крупи манні","2022-01-01",21.2,"Q1",1,"бакалея",100,101.4,"крупи манні","groceries.png"
"пшоно","2022-01-01",23.185,"Q1",1,"бакалея",100,114,"пшоно","groceries.png"
"квасоля","2022-01-01",89.55,"Q1",0.2,"бакалея",100,100,"квасоля","groceries.png"
"крупи ячні","2022-01-01",19.58125,"Q1",0.8,"бакалея",100,109.5,"крупи ячні","groceries.png"
"макарони","2022-01-01",59.25,"Q1",0.5,"бакалея",100,106.8,"макарони","groceries.png"
"борошно пшеничне","2022-01-01",18.3833333333333,"Q1",1,"бакалея",100,107.5,"борошно пшеничне","groceries.png"
"цукор","2022-01-01",28.5666666666667,"Q1",0.005,"бакалея",100,105,"цукор","groceries.png"
"ром","2022-01-01",413.178571428571,"Q1",0.7,"алкоголь",100,106.2,"ром","alcohol.png"
"коньяк","2022-01-01",303.6,"Q1",0.5,"алкоголь",100,99.934,"коньяк","alcohol.png"
"супи","2022-01-01",205.2,"Q1",0.05,"бакалея",100,98.7,"супи","groceries.png"
"віскі","2022-01-01",555.714285714286,"Q1",0.7,"алкоголь",100,105.2,"віскі","alcohol.png"
"шампанське","2022-01-01",173.333333333333,"Q1",0.75,"алкоголь",100,119,"шампанське","alcohol.png"
"майонез","2022-01-01",74.7368421052632,"Q1",0.3,"соуси та спеції",100,104.3,"майонез","species.png"
"паста томатна","2022-01-01",65.6,"Q1",0.07,"соуси та спеції",100,100.76,"паста томатна","species.png"
"кетчуп томатний","2022-01-01",47.8437037037037,"Q1",0.25,"соуси та спеції",100,101.8,"кетчуп томатний","species.png"
"олія соняшникова","2022-01-01",63,"Q1",0.85,"олія",100,100,"олія соняшникова","oil.png"
"олія оливкова","2022-01-01",341.7,"Q1",0.5,"олія",100,104.2,"олія оливкова","oil.png"
"консерви рибні в олії","2022-01-01",240.416666666667,"Q1",0.24,"риба та морепродукти",100,101.3,"консерви рибні в олії","fish.png"
"горошок консервований","2022-01-01",57.8048780487805,"Q1",0.4,"консервовані овочі і гриби",100,102.1,"горошок консервований","conservation.png"
"кукурудза консервована","2022-01-01",70.5882352941177,"Q1",0.34,"консервовані овочі і гриби",100,100.01,"кукурудза консервована","conservation.png"
"гриби консервовані","2022-01-01",98.3746980013178,"Q1",0.58,"консервовані овочі і гриби",100,90,"гриби консервовані","conservation.png"
"цукерки шоколадні","2022-01-01",337.333333333333,"Q1",0.2,"солодощі",100,102.2,"цукерки шоколадні","sweets.png"
"карамель","2022-01-01",75.3275,"Q1",1,"солодощі",100,101.3,"карамель","sweets.png"
"зефір","2022-01-01",112.63,"Q1",1,"солодощі",100,103.5,"зефір","sweets.png"
"печиво здобне","2022-01-01",105,"Q1",0.3,"солодощі",100,108.1,"печиво здобне","sweets.png"
"вафлі","2022-01-01",122.2,"Q1",1,"солодощі",100,100.28,"вафлі","sweets.png"
"печиво затяжне","2022-01-01",72.7425,"Q1",0.11,"солодощі",100,97,"печиво затяжне","sweets.png"
"сік апельсиновий","2022-01-01",40.8,"Q1",1,"безалкогольні напої",100,100,"сік апельсиновий","non_alcohol_drinks.png"
"сік яблучний","2022-01-01",26.9430051813472,"Q1",1,"безалкогольні напої",100,111,"сік яблучний","non_alcohol_drinks.png"
"кава розчинна","2022-01-01",860.365853658537,"Q1",0.1,"кава і чай",100,100.59,"кава розчинна","coffee_tea.png"
"кава мелена","2022-01-01",305.836111111111,"Q1",0.25,"кава і чай",100,105.8,"кава мелена","coffee_tea.png"
"чай у пакетиках","2022-01-01",576,"Q1",0.05,"кава і чай",100,101.4,"чай у пакетиках","coffee_tea.png"
