"name","month","price","measure","category","inflation_dynamic","inflation"
"вина столові імпортні","2021-07-01",143.04,"govstat",NA,101.6,NA
"вина ігристі","2021-07-01",120.14,"govstat",NA,100.28,NA
"пиво вітчизняних марок","2021-07-01",18.77,"govstat",NA,99.63,NA
"пиво, виготовлене за ліцензією","2021-07-01",23.06,"govstat",NA,99.913,NA
"сигарети з фільтром вітчизняних марок","2021-07-01",48.27,"govstat",NA,98.8,NA
"сигарети з фільтром медіум класу","2021-07-01",56.19,"govstat",NA,99.38,NA
"сигарети з фільтром преміум класу","2021-07-01",63.05,"govstat",NA,99.09,NA
"сигарети без фільтру","2021-07-01",43.49,"govstat",NA,99.13,NA
"рис","2020-10-01",24.7822222222222,"govstat",NA,90.9,NA
"хліб пшеничний з борошна вищого ґатунку","2020-10-01",27.0754716981132,"govstat",NA,90.6,NA
"хліб пшеничний з борошна першого ґатунку","2020-10-01",21.2848689771767,"govstat",NA,89,NA
"хліб житній, житньо-пшеничний","2020-10-01",22.2269624573379,"govstat",NA,89,NA
"хліб заварний","2020-10-01",18.4668989547038,"govstat",NA,90.8,NA
"батон","2020-10-01",14.2737896494157,"govstat",NA,87,NA
"багет","2020-10-01",9.83319432860717,"govstat",NA,86,NA
"макаронні вироби з твердих сортів пшениці","2020-10-01",28.0761904761905,"govstat",NA,95.8,NA
"макаронні вироби з м’яких сортів пшениці","2020-10-01",20.5467372134039,"govstat",NA,89,NA
"пельмені ","2020-10-01",99.6358543417367,"govstat",NA,95.5,NA
"здобні вироби","2020-10-01",9.08777969018933,"govstat",NA,90,NA
"вафлі","2020-10-01",72.0573770491803,"govstat",NA,86,NA
"печиво здобне","2020-10-01",74.2654424040067,"govstat",NA,88,NA
"печиво сухе","2020-10-01",57.0041493775934,"govstat",NA,88,NA
"торти","2020-10-01",157.086614173228,"govstat",NA,90.2,NA
"борошно пшеничне","2020-10-01",11.888341543514,"govstat",NA,83,NA
"крупи манні","2020-10-01",14.5784148397976,"govstat",NA,86,NA
"крупи гречані","2020-10-01",37.5129533678756,"govstat",NA,89,NA
"пластівці вівсяні","2020-10-01",28.8401559454191,"govstat",NA,95.2,NA
"крупи ячні","2020-10-01",12.048,"govstat",NA,79,NA
"пшоно","2020-10-01",17.710233029382,"govstat",NA,100.91,NA
"яловичина","2020-10-01",146.870292887029,"govstat",NA,90.4,NA
"вирізка яловича","2020-10-01",205.063721325404,"govstat",NA,91.7,NA
"натуральні напівфабрикати з яловичини","2020-10-01",157.431648715824,"govstat",NA,90.3,NA
"свинина","2020-10-01",120.717054263566,"govstat",NA,100.039,NA
"вирізка свиняча","2020-10-01",146.068702290076,"govstat",NA,99,NA
"натуральні напівфабрикати зі свинини","2020-10-01",133.780135004822,"govstat",NA,99.01,NA
"птиця (тушки курячі)","2020-10-01",55.1981707317073,"govstat",NA,80,NA
"окремі порційні частини курячі","2020-10-01",57.1947449768161,"govstat",NA,80,NA
"філе куряче","2020-10-01",91.6302652106084,"govstat",NA,84,NA
"ковбаси варені вищого ґатунку","2020-10-01",156.986301369863,"govstat",NA,93.8,NA
"ковбаси варені першого ґатунку","2020-10-01",103.827493261456,"govstat",NA,91.4,NA
"сосиски, сардельки вищого ґатунку","2020-10-01",149.637209302326,"govstat",NA,94.4,NA
"сосиски, сардельки першого ґатунку","2020-10-01",108.143382352941,"govstat",NA,93.2,NA
"ковбаси варено-копчені","2020-10-01",188.4963099631,"govstat",NA,96.3,NA
"ковбаси сирокопчені","2020-10-01",316.783088235294,"govstat",NA,94,NA
"вироби з м’яса варено-копчені","2020-10-01",205.211397058824,"govstat",NA,95.5,NA
"вироби з м’яса делікатесні","2020-10-01",252.801886792453,"govstat",NA,95.3,NA
"субпродукти яловичі","2020-10-01",55.0408496732026,"govstat",NA,84,NA
"субпродукти свинячі","2020-10-01",33.2452518579686,"govstat",NA,85,NA
"субпродукти курячі","2020-10-01",61.1827956989247,"govstat",NA,84,NA
"фарш м’ясний","2020-10-01",97.9125780553078,"govstat",NA,94.9,NA
"фарш курячий","2020-10-01",90.8451882845188,"govstat",NA,88,NA
"вироби з м’яса кулінарні","2020-10-01",66.7420814479638,"govstat",NA,93.9,NA
"риба жива, охолоджена","2020-10-01",53.1294964028777,"govstat",NA,90,NA
"риба морожена","2020-10-01",83.4139264990329,"govstat",NA,99.23,NA
"філе мороженої риби","2020-10-01",101.732718894009,"govstat",NA,96.1,NA
"морепродукти","2020-10-01",185.889328063241,"govstat",NA,100.8,NA
"кілька солона","2020-10-01",50.0549954170486,"govstat",NA,94.7,NA
"скумбрія копчена","2020-10-01",155.077343039126,"govstat",NA,93.9,NA
"оселедці","2020-10-01",59.9341021416804,"govstat",NA,85,NA
"консерви рибні в олії","2020-10-01",46.4867424242424,"govstat",NA,94.2,NA
"крабові палички","2020-10-01",39.1304347826087,"govstat",NA,93.4,NA
"молоко пастеризоване жирністю до 2,6% включно","2020-10-01",25.0725952813067,"govstat",NA,94.6,NA
"молоко з підвищеним вмістом жиру","2020-10-01",25.351598173516,"govstat",NA,95.8,NA
"кефір","2020-10-01",27.5527039413382,"govstat",NA,94.6,NA
"йогурт","2020-10-01",19.5203619909502,"govstat",NA,94.4,NA
"сири тверді типу едам","2020-10-01",216.268248175182,"govstat",NA,93.6,NA
"сири тверді типу емменталь","2020-10-01",259.364485981308,"govstat",NA,96.7,NA
"сири розсольні","2020-10-01",181.481481481481,"govstat",NA,94.5,NA
"сири плавлені","2020-10-01",16.100569259962,"govstat",NA,98.5,NA
"сири м’які нежирні","2020-10-01",114.958448753463,"govstat",NA,94.8,NA
"сири м’які жирні","2020-10-01",111.417979610751,"govstat",NA,95.2,NA
"сирки та сиркова маса","2020-10-01",13.8636363636364,"govstat",NA,93.7,NA
"сметана жирністю до 15% включно","2020-10-01",64.9688334817453,"govstat",NA,93.8,NA
"сметана з підвищеним вмістом жиру","2020-10-01",82.2522522522522,"govstat",NA,93.9,NA
"масло вершкове","2020-10-01",43.7488869100623,"govstat",NA,92.9,NA
"спреди","2020-10-01",17.1452991452991,"govstat",NA,91.2,NA
"маргарин","2020-10-01",13.0522088353414,"govstat",NA,80,NA
"олія оливкова","2020-10-01",284.574669187146,"govstat",NA,95.8,NA
"олія соняшникова","2020-10-01",39.8284625158831,"govstat",NA,62,NA
"сало","2020-10-01",79.3667546174142,"govstat",NA,96,NA
"лимони","2020-10-01",38.03,"govstat",NA,87,NA
"апельсини","2020-10-01",54.6585365853659,"govstat",NA,178,NA
"банани","2020-10-01",22.2448979591837,"govstat",NA,82,NA
"яблука","2020-10-01",21.4761215629522,"govstat",NA,100.26,NA
"виноград","2020-10-01",54.8972602739726,"govstat",NA,58,NA
"ківі","2020-10-01",60.0859845227859,"govstat",NA,65,NA
"сухофрукти","2020-10-01",111.748768472906,"govstat",NA,89,NA
"салати","2020-10-01",159.001848428835,"govstat",NA,105,NA
"капуста білокачанна","2020-10-01",5.9604743083004,"govstat",NA,82,NA
"огірки","2020-10-01",21.0564304461942,"govstat",NA,164,NA
"помідори","2020-10-01",24.4159072079536,"govstat",NA,87,NA
"кабачки","2020-10-01",8.76376376376376,"govstat",NA,83,NA
"баклажани","2020-10-01",12.3563218390805,"govstat",NA,48,NA
"перець солодкий","2020-10-01",48.8483685220729,"govstat",NA,115,NA
"цибуля ріпчаста","2020-10-01",5.3876404494382,"govstat",NA,47,NA
"буряк","2020-10-01",5.67313713212273,"govstat",NA,38,NA
"морква","2020-10-01",7.00155763239875,"govstat",NA,39,NA
"гриби","2020-10-01",53.1558185404339,"govstat",NA,123,NA
"бобові","2020-10-01",14.2334630350195,"govstat",NA,75,NA
"овочі консервовані","2020-10-01",31.139846743295,"govstat",NA,96.1,NA
"гриби консервовані","2020-10-01",60.890609874153,"govstat",NA,97.5,NA
"паста томатна","2020-10-01",28.5794920037629,"govstat",NA,94.8,NA
"картопля","2020-10-01",9.26439232409382,"govstat",NA,79,NA
"цукор","2020-10-01",18.745785569791,"govstat",NA,68,NA
"мед","2020-10-01",128.573943661972,"govstat",NA,92.3,NA
"шоколад","2020-10-01",26.3965681601525,"govstat",NA,95.2,NA
"цукерки шоколадні","2020-10-01",153.339416058394,"govstat",NA,93.3,NA
"карамель","2020-10-01",65.1018600531444,"govstat",NA,91.7,NA
"зефір","2020-10-01",78.9306599832916,"govstat",NA,87,NA
"морозиво","2020-10-01",18.7867647058824,"govstat",NA,95,NA
"кетчуп томатний","2020-10-01",22.0285714285714,"govstat",NA,98.3,NA
"майонез","2020-10-01",28.0966113914924,"govstat",NA,76,NA
"сіль","2020-10-01",7.67619047619048,"govstat",NA,98.8,NA
"часник","2020-10-01",59.4862772695285,"govstat",NA,76,NA
"спеції","2020-10-01",7.27777777777778,"govstat",NA,94.6,NA
"супи","2020-10-01",19.2703461178672,"govstat",NA,92.9,NA
"молочні суміші для дитячого харчування","2020-10-01",78.3781190019194,"govstat",NA,97.3,NA
"кава мелена","2020-10-01",80.6896551724138,"govstat",NA,96.2,NA
"кава розчинна","2020-10-01",91.103515625,"govstat",NA,98.9,NA
"чай","2020-10-01",44.7267497603068,"govstat",NA,98.3,NA
"вода столово-мінеральна","2020-10-01",8.05108798486282,"govstat",NA,98.3,NA
"вода питна","2020-10-01",4.58132820019249,"govstat",NA,98.7,NA
"напої безалкогольні","2020-10-01",12.9696394686907,"govstat",NA,95.8,NA
"соки фруктово-ягідні","2020-10-01",26.8802228412256,"govstat",NA,96.1,NA
"горілка","2020-10-01",92.6279527559055,"govstat",NA,99,NA
"горілка преміум класу","2020-10-01",144.51874366768,"govstat",NA,100.2,NA
"коньяк","2020-10-01",158.894373149062,"govstat",NA,99.17,NA
"вина столові вітчизняні","2020-10-01",68.5137795275591,"govstat",NA,98.6,NA
"вина столові імпортні","2020-10-01",143.046488625124,"govstat",NA,100.0045,NA
"вина ігристі","2020-10-01",106.467971530249,"govstat",NA,89,NA
"пиво вітчизняних марок","2020-10-01",18.1244019138756,"govstat",NA,96.6,NA
"пиво, виготовлене за ліцензією","2020-10-01",21.7977528089888,"govstat",NA,94.5,NA
"сигарети з фільтром вітчизняних марок","2020-10-01",42.3898305084746,"govstat",NA,88,NA
"сигарети з фільтром медіум класу","2020-10-01",49.3509820666097,"govstat",NA,88,NA
"сигарети з фільтром преміум класу","2020-10-01",56.3439930855661,"govstat",NA,89,NA
"сигарети без фільтру","2020-10-01",38.4291845493562,"govstat",NA,88,NA
"рис","2019-10-01",24.22504616053,"govstat",NA,97.8,NA
"хліб пшеничний з борошна вищого ґатунку","2019-10-01",25.5188234666477,"govstat",NA,94.3,NA
"хліб пшеничний з борошна першого ґатунку","2019-10-01",20.2713037877873,"govstat",NA,95.2,NA
"хліб житній, житньо-пшеничний","2019-10-01",21.2291905036656,"govstat",NA,95.5,NA
"хліб заварний","2019-10-01",17.6716736408649,"govstat",NA,95.7,NA
"батон","2019-10-01",13.5424949235443,"govstat",NA,94.9,NA
"багет","2019-10-01",9.2243849236465,"govstat",NA,93.8,NA
"макаронні вироби з твердих сортів пшениці","2019-10-01",27.4449564772145,"govstat",NA,97.8,NA
"макаронні вироби з м’яких сортів пшениці","2019-10-01",19.7374997246915,"govstat",NA,96.1,NA
"пельмені ","2019-10-01",96.1736045769659,"govstat",NA,96.5,NA
"здобні вироби","2019-10-01",8.75508640673346,"govstat",NA,96.3,NA
"вафлі","2019-10-01",70.3685322745902,"govstat",NA,97.7,NA
"печиво здобне","2019-10-01",72.666773389439,"govstat",NA,97.8,NA
"печиво сухе","2019-10-01",55.3976184427535,"govstat",NA,97.2,NA
"торти","2019-10-01",150.178407431385,"govstat",NA,95.6,NA
"борошно пшеничне","2019-10-01",11.553295960655,"govstat",NA,97.2,NA
"крупи манні","2019-10-01",13.727320941429,"govstat",NA,94.2,NA
"крупи гречані","2019-10-01",27.4820171193228,"govstat",NA,73,NA
"пластівці вівсяні","2019-10-01",26.9031305460999,"govstat",NA,93.3,NA
"крупи ячні","2019-10-01",11.7886497064579,"govstat",NA,97.8,NA
"пшоно","2019-10-01",26.5919414855585,"govstat",NA,150,NA
"яловичина","2019-10-01",136.750738256079,"govstat",NA,93.1,NA
"вирізка яловича","2019-10-01",194.189130042996,"govstat",NA,94.7,NA
"натуральні напівфабрикати з яловичини","2019-10-01",143.511074490268,"govstat",NA,91.2,NA
"свинина","2019-10-01",122.679933194681,"govstat",NA,101.6,NA
"вирізка свиняча","2019-10-01",147.246675695641,"govstat",NA,100.81,NA
"натуральні напівфабрикати зі свинини","2019-10-01",134.317404623315,"govstat",NA,100.4,NA
"птиця (тушки курячі)","2019-10-01",62.3004184330782,"govstat",NA,113,NA
"окремі порційні частини курячі","2019-10-01",59.2078105350063,"govstat",NA,103.5,NA
"філе куряче","2019-10-01",108.438183681193,"govstat",NA,118,NA
"ковбаси варені вищого ґатунку","2019-10-01",149.510763209393,"govstat",NA,95.2,NA
"ковбаси варені першого ґатунку","2019-10-01",99.8341281360149,"govstat",NA,96.2,NA
"сосиски, сардельки вищого ґатунку","2019-10-01",143.881932021467,"govstat",NA,96.2,NA
"сосиски, сардельки першого ґатунку","2019-10-01",103.09188022206,"govstat",NA,95.3,NA
"ковбаси варено-копчені","2019-10-01",176.164775666448,"govstat",NA,93.5,NA
"ковбаси сирокопчені","2019-10-01",301.411121061174,"govstat",NA,95.1,NA
"вироби з м’яса варено-копчені","2019-10-01",195.812401773687,"govstat",NA,95.4,NA
"вироби з м’яса делікатесні","2019-10-01",236.263445600423,"govstat",NA,93.5,NA
"субпродукти яловичі","2019-10-01",54.930987697807,"govstat",NA,99.8,NA
"субпродукти свинячі","2019-10-01",33.8546352932471,"govstat",NA,101.8,NA
"субпродукти курячі","2019-10-01",60.517107516246,"govstat",NA,98.9,NA
"фарш м’ясний","2019-10-01",95.2456984973811,"govstat",NA,97.3,NA
"фарш курячий","2019-10-01",98.744769874477,"govstat",NA,108.7,NA
"вироби з м’яса кулінарні","2019-10-01",65.1142258028915,"govstat",NA,97.6,NA
"риба жива, охолоджена","2019-10-01",51.5820353425997,"govstat",NA,97.1,NA
"риба морожена","2019-10-01",83.1644331994346,"govstat",NA,99.7,NA
"філе мороженої риби","2019-10-01",101.125963115317,"govstat",NA,99.4,NA
"морепродукти","2019-10-01",183.142195136198,"govstat",NA,98.5,NA
"кілька солона","2019-10-01",45.8379078910701,"govstat",NA,91.6,NA
"скумбрія копчена","2019-10-01",151.59075565897,"govstat",NA,97.8,NA
"оселедці","2019-10-01",60.2352785343522,"govstat",NA,100.5,NA
"консерви рибні в олії","2019-10-01",43.5677061145665,"govstat",NA,93.7,NA
"крабові палички","2019-10-01",37.8071833648393,"govstat",NA,96.6,NA
"молоко пастеризоване жирністю до 2,6% включно","2019-10-01",24.556900373464,"govstat",NA,97.9,NA
"молоко з підвищеним вмістом жиру","2019-10-01",24.0755918077075,"govstat",NA,95,NA
"кефір","2019-10-01",26.7242521254493,"govstat",NA,97,NA
"йогурт","2019-10-01",19.3079742739369,"govstat",NA,98.9,NA
"сири тверді типу едам","2019-10-01",206.166108841928,"govstat",NA,95.3,NA
"сири тверді типу емменталь","2019-10-01",251.810180564377,"govstat",NA,97.1,NA
"сири розсольні","2019-10-01",175.344426552156,"govstat",NA,96.6,NA
"сири плавлені","2019-10-01",15.6468117200797,"govstat",NA,97.2,NA
"сири м’які нежирні","2019-10-01",110.430786506688,"govstat",NA,96.1,NA
"сири м’які жирні","2019-10-01",106.112361534048,"govstat",NA,95.2,NA
"сирки та сиркова маса","2019-10-01",13.091252468023,"govstat",NA,94.4,NA
"сметана жирністю до 15% включно","2019-10-01",62.1711325184166,"govstat",NA,95.7,NA
"сметана з підвищеним вмістом жиру","2019-10-01",77.6697377263949,"govstat",NA,94.4,NA
"масло вершкове","2019-10-01",42.6402406530822,"govstat",NA,97.5,NA
"спреди","2019-10-01",16.7762222556743,"govstat",NA,97.8,NA
"маргарин","2019-10-01",12.6474891815323,"govstat",NA,96.9,NA
"олія оливкова","2019-10-01",305.665595260092,"govstat",NA,107.4,NA
"олія соняшникова","2019-10-01",36.8440911340269,"govstat",NA,92.5,NA
"сало","2019-10-01",79.1293665178607,"govstat",NA,99.7,NA
"лимони","2019-10-01",45.7641395908544,"govstat",NA,120,NA
"апельсини","2019-10-01",42.6686468269835,"govstat",NA,78,NA
"банани","2019-10-01",29.1927794739943,"govstat",NA,131,NA
"яблука","2019-10-01",17.6467720320068,"govstat",NA,82,NA
"виноград","2019-10-01",57.6046802455117,"govstat",NA,104.9,NA
"ківі","2019-10-01",53.0794916279027,"govstat",NA,88,NA
"сухофрукти","2019-10-01",114.262544450825,"govstat",NA,102.2,NA
"салати","2019-10-01",157.896572421882,"govstat",NA,99.3,NA
"капуста білокачанна","2019-10-01",7.52585139936919,"govstat",NA,126,NA
"огірки","2019-10-01",26.995423648967,"govstat",NA,128,NA
"помідори","2019-10-01",26.3955753599498,"govstat",NA,108.1,NA
"кабачки","2019-10-01",9.74834678950363,"govstat",NA,111,NA
"баклажани","2019-10-01",11.7903834342371,"govstat",NA,95.4,NA
"перець солодкий","2019-10-01",67.9393164423824,"govstat",NA,139,NA
"цибуля ріпчаста","2019-10-01",8.76039097469626,"govstat",NA,163,NA
"буряк","2019-10-01",7.12705669864665,"govstat",NA,126,NA
"морква","2019-10-01",7.51240089313171,"govstat",NA,107.3,NA
"гриби","2019-10-01",57.5902692745763,"govstat",NA,108.3,NA
"бобові","2019-10-01",12.5184371460154,"govstat",NA,88,NA
"овочі консервовані","2019-10-01",29.5164424107062,"govstat",NA,94.8,NA
"гриби консервовані","2019-10-01",61.2581588271157,"govstat",NA,100.6,NA
"паста томатна","2019-10-01",27.2445109664089,"govstat",NA,95.3,NA
"картопля","2019-10-01",15.3130451637914,"govstat",NA,165,NA
"цукор","2019-10-01",15.0810825179332,"govstat",NA,80,NA
"мед","2019-10-01",123.986445189944,"govstat",NA,96.4,NA
"шоколад","2019-10-01",26.4759961485983,"govstat",NA,100.3,NA
"цукерки шоколадні","2019-10-01",152.728502050193,"govstat",NA,99.6,NA
"карамель","2019-10-01",64.4572871813311,"govstat",NA,99.01,NA
"зефір","2019-10-01",77.9947233036478,"govstat",NA,98.8,NA
"морозиво","2019-10-01",17.8751329266245,"govstat",NA,95.1,NA
"кетчуп томатний","2019-10-01",20.9995914476372,"govstat",NA,95.3,NA
"майонез","2019-10-01",27.1727382896445,"govstat",NA,96.7,NA
"сіль","2019-10-01",7.45985469017539,"govstat",NA,97.2,NA
"часник","2019-10-01",54.1769374039422,"govstat",NA,91.1,NA
"спеції","2019-10-01",7.29236250278334,"govstat",NA,100.2,NA
"супи","2019-10-01",18.966876100263,"govstat",NA,98.4,NA
"молочні суміші для дитячого харчування","2019-10-01",76.095261166912,"govstat",NA,97.1,NA
"кава мелена","2019-10-01",80.9324525300038,"govstat",NA,100.3,NA
"кава розчинна","2019-10-01",90.9216722804391,"govstat",NA,99.8,NA
"чай","2019-10-01",44.022391496365,"govstat",NA,98.4,NA
"вода столово-мінеральна","2019-10-01",7.88549263943469,"govstat",NA,97.9,NA
"вода питна","2019-10-01",4.51807514811883,"govstat",NA,98.6,NA
"напої безалкогольні","2019-10-01",12.6904495779752,"govstat",NA,97.8,NA
"соки фруктово-ягідні","2019-10-01",25.9211406376332,"govstat",NA,96.4,NA
"горілка","2019-10-01",92.4430666226602,"govstat",NA,99.8,NA
"горілка преміум класу","2019-10-01",145.391090208933,"govstat",NA,100.6,NA
"коньяк","2019-10-01",159.532503161709,"govstat",NA,100.4,NA
"вина столові вітчизняні","2019-10-01",68.651081690941,"govstat",NA,100.2,NA
"вина столові імпортні","2019-10-01",142.052123758812,"govstat",NA,99.3,NA
"вина ігристі","2019-10-01",105.727876395481,"govstat",NA,99.3,NA
"пиво вітчизняних марок","2019-10-01",17.7342484480192,"govstat",NA,97.8,NA
"пиво, виготовлене за ліцензією","2019-10-01",22.062502843106,"govstat",NA,101.2,NA
"сигарети з фільтром вітчизняних марок","2019-10-01",34.946274120754,"govstat",NA,82,NA
"сигарети з фільтром медіум класу","2019-10-01",41.1601184875811,"govstat",NA,83,NA
"сигарети з фільтром преміум класу","2019-10-01",46.5268316148358,"govstat",NA,83,NA
"сигарети без фільтру","2019-10-01",32.5671055503019,"govstat",NA,85,NA
"рис","2018-10-01",25.1819606658316,"govstat",NA,104,NA
"хліб пшеничний з борошна вищого ґатунку","2018-10-01",22.7440494355149,"govstat",NA,89,NA
"хліб пшеничний з борошна першого ґатунку","2018-10-01",17.6119059841766,"govstat",NA,87,NA
"хліб житній, житньо-пшеничний","2018-10-01",18.2695271115883,"govstat",NA,86,NA
"хліб заварний","2018-10-01",15.2210797940266,"govstat",NA,86,NA
"батон","2018-10-01",11.9633347381133,"govstat",NA,88,NA
"багет","2018-10-01",8.06327353465603,"govstat",NA,87,NA
"макаронні вироби з твердих сортів пшениці","2018-10-01",26.6455888128297,"govstat",NA,97.1,NA
"макаронні вироби з м’яких сортів пшениці","2018-10-01",18.2416818157962,"govstat",NA,92.4,NA
"пельмені ","2018-10-01",88.1517915462566,"govstat",NA,91.7,NA
"здобні вироби","2018-10-01",7.77538757258744,"govstat",NA,89,NA
"вафлі","2018-10-01",66.5738242900569,"govstat",NA,94.6,NA
"печиво здобне","2018-10-01",67.3464072191279,"govstat",NA,92.7,NA
"печиво сухе","2018-10-01",50.3614713115941,"govstat",NA,90.9,NA
"торти","2018-10-01",138.031624477376,"govstat",NA,91.9,NA
"борошно пшеничне","2018-10-01",11.1518300778523,"govstat",NA,96.5,NA
"крупи манні","2018-10-01",13.4845981742918,"govstat",NA,98.2,NA
"крупи гречані","2018-10-01",17.6619647296419,"govstat",NA,64,NA
"пластівці вівсяні","2018-10-01",23.9351695249999,"govstat",NA,89,NA
"крупи ячні","2018-10-01",11.291810063657,"govstat",NA,95.8,NA
"пшоно","2018-10-01",21.3418470991641,"govstat",NA,80,NA
"яловичина","2018-10-01",131.998782100463,"govstat",NA,96.5,NA
"вирізка яловича","2018-10-01",186.720317349034,"govstat",NA,96.2,NA
"натуральні напівфабрикати з яловичини","2018-10-01",139.331140281814,"govstat",NA,97.1,NA
"свинина","2018-10-01",120.039073576009,"govstat",NA,97.8,NA
"вирізка свиняча","2018-10-01",144.359485976119,"govstat",NA,98,NA
"натуральні напівфабрикати зі свинини","2018-10-01",130.278762971207,"govstat",NA,97,NA
"птиця (тушки курячі)","2018-10-01",59.0525293204533,"govstat",NA,94.8,NA
"окремі порційні частини курячі","2018-10-01",56.1211474265463,"govstat",NA,94.8,NA
"філе куряче","2018-10-01",105.177675733456,"govstat",NA,97,NA
"ковбаси варені вищого ґатунку","2018-10-01",139.729685242424,"govstat",NA,93.5,NA
"ковбаси варені першого ґатунку","2018-10-01",91.5909432440504,"govstat",NA,91.7,NA
"сосиски, сардельки вищого ґатунку","2018-10-01",133.100769677583,"govstat",NA,92.5,NA
"сосиски, сардельки першого ґатунку","2018-10-01",94.4064837198354,"govstat",NA,91.6,NA
"ковбаси варено-копчені","2018-10-01",163.874209922277,"govstat",NA,93,NA
"ковбаси сирокопчені","2018-10-01",279.861765145009,"govstat",NA,92.9,NA
"вироби з м’яса варено-копчені","2018-10-01",180.306078981295,"govstat",NA,92.1,NA
"вироби з м’яса делікатесні","2018-10-01",220.395005224275,"govstat",NA,93.3,NA
"субпродукти яловичі","2018-10-01",55.3182152042367,"govstat",NA,100.7,NA
"субпродукти свинячі","2018-10-01",33.0611672785616,"govstat",NA,97.7,NA
"субпродукти курячі","2018-10-01",59.5640822010296,"govstat",NA,98.4,NA
"фарш м’ясний","2018-10-01",92.1138283340243,"govstat",NA,96.7,NA
"фарш курячий","2018-10-01",90.6747198112736,"govstat",NA,91.8,NA
"вироби з м’яса кулінарні","2018-10-01",59.1947507299014,"govstat",NA,90.9,NA
"риба жива, охолоджена","2018-10-01",47.7611438357405,"govstat",NA,92.6,NA
"риба морожена","2018-10-01",75.8799572987542,"govstat",NA,91.2,NA
"філе мороженої риби","2018-10-01",95.1326087632336,"govstat",NA,94.1,NA
"морепродукти","2018-10-01",173.430109030491,"govstat",NA,94.7,NA
"кілька солона","2018-10-01",43.7384617281204,"govstat",NA,95.4,NA
"скумбрія копчена","2018-10-01",136.322621995477,"govstat",NA,90,NA
"оселедці","2018-10-01",58.8235141937033,"govstat",NA,97.7,NA
"консерви рибні в олії","2018-10-01",40.1916108067956,"govstat",NA,92.3,NA
"крабові палички","2018-10-01",33.4576843936631,"govstat",NA,88,NA
"молоко пастеризоване жирністю до 2,6% включно","2018-10-01",22.3041783591862,"govstat",NA,90.8,NA
"молоко з підвищеним вмістом жиру","2018-10-01",21.5152741802569,"govstat",NA,89,NA
"кефір","2018-10-01",24.4280183962059,"govstat",NA,91.4,NA
"йогурт","2018-10-01",18.2322703247752,"govstat",NA,94.4,NA
"сири тверді типу едам","2018-10-01",189.490908862066,"govstat",NA,91.9,NA
"сири тверді типу емменталь","2018-10-01",239.591037644507,"govstat",NA,95.1,NA
"сири розсольні","2018-10-01",159.694377552055,"govstat",NA,91.1,NA
"сири плавлені","2018-10-01",14.5281445868893,"govstat",NA,92.9,NA
"сири м’які нежирні","2018-10-01",100.209425142185,"govstat",NA,90.7,NA
"сири м’які жирні","2018-10-01",95.1680372502675,"govstat",NA,90,NA
"сирки та сиркова маса","2018-10-01",12.1103168066818,"govstat",NA,92.5,NA
"сметана жирністю до 15% включно","2018-10-01",55.9596152280977,"govstat",NA,90,NA
"сметана з підвищеним вмістом жиру","2018-10-01",69.7841309311725,"govstat",NA,90,NA
"масло вершкове","2018-10-01",38.3455401556495,"govstat",NA,90,NA
"спреди","2018-10-01",15.4762197930575,"govstat",NA,92.3,NA
"маргарин","2018-10-01",11.252214574317,"govstat",NA,89,NA
"олія оливкова","2018-10-01",313.503174625735,"govstat",NA,102.6,NA
"олія соняшникова","2018-10-01",36.8072838501767,"govstat",NA,99.9,NA
"сало","2018-10-01",79.1293665178607,"govstat",NA,100,NA
"лимони","2018-10-01",36.0347555833499,"govstat",NA,79,NA
"апельсини","2018-10-01",39.8772400252182,"govstat",NA,93.5,NA
"банани","2018-10-01",24.9510935675165,"govstat",NA,85,NA
"яблука","2018-10-01",12.5065712487645,"govstat",NA,71,NA
"виноград","2018-10-01",64.2909377740086,"govstat",NA,112,NA
"ківі","2018-10-01",56.8912021735292,"govstat",NA,107.2,NA
"сухофрукти","2018-10-01",120.784930709117,"govstat",NA,105.7,NA
"салати","2018-10-01",150.808569648407,"govstat",NA,95.5,NA
"капуста білокачанна","2018-10-01",7.30665184404775,"govstat",NA,97.1,NA
"огірки","2018-10-01",26.4920742384367,"govstat",NA,98.1,NA
"помідори","2018-10-01",28.7533500653048,"govstat",NA,108.9,NA
"кабачки","2018-10-01",6.98305643947252,"govstat",NA,72,NA
"баклажани","2018-10-01",11.1440297109991,"govstat",NA,94.5,NA
"перець солодкий","2018-10-01",113.043787757708,"govstat",NA,166,NA
"цибуля ріпчаста","2018-10-01",10.6444604795823,"govstat",NA,122,NA
"буряк","2018-10-01",7.68830280328657,"govstat",NA,107.9,NA
"морква","2018-10-01",11.7015590235696,"govstat",NA,156,NA
"гриби","2018-10-01",57.0200685886894,"govstat",NA,99.01,NA
"бобові","2018-10-01",12.4685628944376,"govstat",NA,99.6,NA
"овочі консервовані","2018-10-01",26.2368376984055,"govstat",NA,89,NA
"гриби консервовані","2018-10-01",53.2679641974919,"govstat",NA,87,NA
"паста томатна","2018-10-01",25.4621597816906,"govstat",NA,93.5,NA
"картопля","2018-10-01",6.58909000163142,"govstat",NA,43,NA
"цукор","2018-10-01",14.5851861875563,"govstat",NA,96.7,NA
"мед","2018-10-01",116.41919736145,"govstat",NA,93.9,NA
"шоколад","2018-10-01",25.7799378272622,"govstat",NA,97.4,NA
