"","name","month","value","measure","mode","inflation","category"
"1031","мед",2021-10-01,170.475,"Q1",0.25,13,"солодощі"
"1032","крупи гречані",2021-10-01,50.2,"Q1",1,-0.77,"бакалея"
"1033","рис",2021-10-01,40.57,"Q1",1,-1.9,"бакалея"
"1034","крупи манні",2021-10-01,19.225,"Q1",1,0.2,"бакалея"
"1035","пластівці вівсяні",2021-10-01,34.58,"Q1",0.5,25,"бакалея"
"1036","пшоно",2021-10-01,19.955,"Q1",1,2.3,"бакалея"
"1037","квасоля",2021-10-01,90,"Q1",0.2,-0.19,"бакалея"
"1038","крупи ячні",2021-10-01,17.818125,"Q1",0.8,-2.6,"бакалея"
"1039","макарони",2021-10-01,48.275,"Q1",0.5,-12,"бакалея"
"1040","борошно пшеничне",2021-10-01,15.4444444444444,"Q1",1,0,"бакалея"
"1041","цукор",2021-10-01,27.975,"Q1",0.005,-0.089,"бакалея"
"1042","ром",2021-10-01,402.74,"Q1",0.7,15,"алкоголь"
"1043","супи",2021-10-01,198.5,"Q1",0.05,-0.65,"бакалея"
"1044","пиво",2021-10-01,37.45,"Q1",0.5,-0.82,"алкоголь"
"1045","горілка",2021-10-01,180,"Q1",0.5,-2.3,"алкоголь"
"1046","вино червоне сухе",2021-10-01,146.666666666667,"Q1",0.75,3.8,"алкоголь"
"1047","вино біле сухе",2021-10-01,152.2,"Q1",0.75,4.2,"алкоголь"
"1048","віскі",2021-10-01,570,"Q1",0.7,7.8,"алкоголь"
"1049","коньяк",2021-10-01,303.82,"Q1",0.5,-0.043,"алкоголь"
"1050","майонез",2021-10-01,75,"Q1",0.3,0.26,"соуси та спеції"
"1051","паста томатна",2021-10-01,65.0942028985507,"Q1",0.07,14,"соуси та спеції"
"1052","кетчуп томатний",2021-10-01,46.325,"Q1",0.25,0.71,"соуси та спеції"
"1053","олія соняшникова",2021-10-01,67.764705882353,"Q1",0.85,-0.9,"олія"
"1054","олія оливкова",2021-10-01,340.55,"Q1",0.5,3.6,"олія"
"1055","консерви рибні в олії",2021-10-01,232.608695652174,"Q1",0.24,1.7,"риба та морепродукти"
"1056","кукурудза консервована",2021-10-01,87.625,"Q1",0.34,3.9,"консервовані овочі і гриби"
"1057","горошок консервований",2021-10-01,66.0975609756098,"Q1",0.4,2.8,"консервовані овочі і гриби"
"1058","гриби консервовані",2021-10-01,109.68152866242,"Q1",0.58,-2.3,"консервовані овочі і гриби"
"1059","карамель",2021-10-01,71.335,"Q1",1,1.5,"солодощі"
"1060","зефір",2021-10-01,113.69,"Q1",1,7,"солодощі"
"1061","цукерки шоколадні",2021-10-01,369.382352941177,"Q1",0.2,19,"солодощі"
"1062","печиво здобне",2021-10-01,104.828571428571,"Q1",0.3,-2.5,"солодощі"
"1063","вафлі",2021-10-01,122.114285714286,"Q1",1,0.27,"солодощі"
"1064","печиво затяжне",2021-10-01,66,"Q1",0.11,-9.7,"солодощі"
"1065","сік апельсиновий",2021-10-01,34.6315789473684,"Q1",1,-18,"безалкогольні напої"
"1066","сік яблучний",2021-10-01,25.8947368421053,"Q1",1,12,"безалкогольні напої"
"1067","шампанське",2021-10-01,145.933333333333,"Q1",0.75,-30,"алкоголь"
"1068","кава мелена",2021-10-01,290.6,"Q1",0.25,4.6,"кава і чай"
"1069","кава розчинна",2021-10-01,836.26052631579,"Q1",0.1,0.16,"кава і чай"
"1070","чай у пакетиках",2021-10-01,568.8,"Q1",0.05,-0.8,"кава і чай"
"1071","солодка вода",2021-10-01,13.9,"Q1",0.5,15,"безалкогольні напої"
"1072","сигарети з фільтром медіум класу",2021-10-01,59.375,"Q1",1,1.1,"сигарети"
"1073","сигарети з фільтром преміум класу",2021-10-01,62.5,"Q1",1,0,"сигарети"
"1074","молочні суміші для дитячого харчування",2021-10-01,574.0625,"Q1",0.4,8.4,"молочна продукція та яйця"
"1075","кабачки",2021-10-01,22.9,"Q1",1,36,"овочі"
"1076","огірки",2021-10-01,35.1,"Q1",1,60,"овочі"
"1077","вирізка яловича",2021-10-01,477.025,"Q1",1,-13,"м’ясо"
"1078","батон",2021-11-01,9.29,"min",0.4,0,"хліб"
"1079","хліб цільнозерновий",2021-11-01,40,"min",0.3,28,"хліб"
"1080","хліб житньо-пшеничний",2021-11-01,25,"min",0.4,-19,"хліб"
"1081","хліб пшеничний",2021-11-01,9.48,"min",0.6,-43,"хліб"
"1082","торти",2021-11-01,42.8571428571429,"min",0.85,-29,"солодощі"
"1083","банани",2021-11-01,24.5,"min",1,-8.9,"фрукти"
"1084","мандарини",2021-11-01,25.9,"min",1,5.7,"фрукти"
"1085","виноград",2021-11-01,19.9,"min",1,-47,"фрукти"
"1086","апельсини",2021-11-01,18.9,"min",1,-56,"фрукти"
"1087","яблука",2021-11-01,6.9,"min",1,-22,"фрукти"
"1088","ківі",2021-11-01,19.5,"min",1,-72,"фрукти"
"1089","лимони",2021-11-01,9.5,"min",1,-71,"фрукти"
"1090","ягоди",2021-11-01,79.5,"min",0.25,-75,"фрукти"
"1091","кавуни",2021-11-01,6.5,"min",1,33,"фрукти"
"1092","цибуля ріпчаста",2021-11-01,5.2,"min",1,-40,"овочі"
"1093","морква",2021-11-01,7.4,"min",1,7.2,"овочі"
"1094","перець солодкий",2021-11-01,16.5,"min",1,-15,"овочі"
"1095","буряк",2021-11-01,6.5,"min",1,-14,"овочі"
"1096","капуста білокачанна",2021-11-01,7.65,"min",1,63,"овочі"
"1097","кабачки",2021-11-01,49.9,"min",1,210,"овочі"
"1098","картопля",2021-11-01,6.9,"min",1,-5.5,"овочі"
"1099","баклажани",2021-11-01,35,"min",1,17,"овочі"
"1100","часник",2021-11-01,18.9,"min",1,36,"овочі"
"1101","помідори",2021-11-01,119.6,"min",0.25,-31,"овочі"
"1102","огірки",2021-11-01,5.83333333333333,"min",1,-80,"овочі"
"1103","гриби",2021-11-01,32.2222222222222,"min",0.25,-39,"овочі"
"1104","салати",2021-11-01,19.5,"min",1,-38,"овочі"
"1105","сухофрукти",2021-11-01,61.9,"min",0.2,0,"сухофрукти"
"1106","цукати",2021-11-01,227.133333333333,"min",0.15,0,"солодощі"
"1107","сири розсольні",2021-11-01,86.3333333333333,"min",1,-10,"молочна продукція та яйця"
"1108","сири плавлені",2021-11-01,125,"min",0.09,6.9,"молочна продукція та яйця"
"1109","крем-сир",2021-11-01,37.9,"min",0.125,0,"молочна продукція та яйця"
"1110","молоко пастеризоване жирністю до 2,6% включно",2021-11-01,25.8777777777778,"min",0.9,6.3,"молочна продукція та яйця"
"1111","молоко з підвищеним вмістом жиру",2021-11-01,25.8947368421053,"min",0.95,-11,"молочна продукція та яйця"
"1112","сири м’які нежирні",2021-11-01,94.975,"min",0.2,-2.6,"молочна продукція та яйця"
"1113","сири м’які жирні",2021-11-01,107.8,"min",0.2,23,"молочна продукція та яйця"
"1114","сирки та сиркова маса",2021-11-01,120.75,"min",0.2,14,"молочна продукція та яйця"
"1115","сметана жирністю до 15% включно",2021-11-01,33.6231884057971,"min",0.35,-13,"молочна продукція та яйця"
"1116","сметана з підвищеним вмістом жиру",2021-11-01,72.25,"min",0.35,4.7,"молочна продукція та яйця"
"1117","йогурт",2021-11-01,NA,"min",0.115,NA,"молочна продукція та яйця"
"1118","морозиво",2021-11-01,23.9,"min",0.07,0,"солодощі"
"1119","кефір 2.5%",2021-11-01,22.7777777777778,"min",0.9,0,"молочна продукція та яйця"
"1120","масло вершкове 82%",2021-11-01,54.2,"min",0.2,0,"молочна продукція та яйця"
"1121","масло вершкове 73%",2021-11-01,169,"min",0.2,0,"молочна продукція та яйця"
"1122","маргарин",2021-11-01,62.72,"min",0.25,0,"молочна продукція та яйця"
"1123","яйця",2021-11-01,2.75,"min",1,-79,"молочна продукція та яйця"
"1124","філе куряче",2021-11-01,54.38,"min",1,3,"м’ясо"
"1125","свинина",2021-11-01,113.95,"min",1,21,"м’ясо"
"1126","свинина гуляш",2021-11-01,105.95,"min",1,0,"м’ясо"
"1127","яловичина фарш",2021-11-01,155.95,"min",1,0,"м’ясо"
"1128","свинина ребра",2021-11-01,112.95,"min",1,5.6,"м’ясо"
"1129","субпродукти яловичні",2021-11-01,26.95,"min",1,0,"м’ясо"
"1130","вирізка свиняча",2021-11-01,170.95,"min",1,4.9,"м’ясо"
"1131","свинина фарш",2021-11-01,103.95,"min",1,-0.95,"м’ясо"
"1132","яловичина",2021-11-01,125.95,"min",1,0,"м’ясо"
"1133","субпродукти свинячі",2021-11-01,33.95,"min",1,-8.1,"м’ясо"
"1134","яловичина ребра",2021-11-01,136.95,"min",1,0,"м’ясо"
"1135","сало",2021-11-01,65.87,"min",1,-39,"м’ясо"
"1136","вирізка яловича",2021-11-01,425.95,"min",1,5.2,"м’ясо"
"1137","риба червона",2021-11-01,299.9,"min",1,31,"риба та морепродукти"
"1138","риба річна",2021-11-01,49,"min",1,-55,"риба та морепродукти"
"1139","сосиски, сардельки вищого ґатунку",2021-11-01,98.5818181818182,"min",1,0,"ковбасні вироби"
"1140","сосиски, сардельки першого ґатунку",2021-11-01,64.5,"min",1,10,"ковбасні вироби"
"1141","ковбаси сирокопчені в/ґ",2021-11-01,265.588235294118,"min",1,0.98,"ковбасні вироби"
"1142","ковбаси варені вищого ґатунку",2021-11-01,105,"min",1,-10,"ковбасні вироби"
"1143","ковбаси варено-копчені в/ґ",2021-11-01,99.95,"min",1,-29,"ковбасні вироби"
"1144","ковбаси варені першого ґатунку",2021-11-01,60.9195402298851,"min",1,2.3,"ковбасні вироби"
"1145","вироби з м’яса делікатесні",2021-11-01,79.9,"min",1,-3.2,"ковбасні вироби"
"1146","оселедці",2021-11-01,48.4,"min",0.18,-34,"риба та морепродукти"
"1147","скумбрія копчена",2021-11-01,120.9,"min",1,-6.9,"риба та морепродукти"
"1148","морепродукти",2021-11-01,9.9,"min",0.2,-17,"риба та морепродукти"
"1149","ікра червона",2021-11-01,190.652173913043,"min",0.1,0,"риба та морепродукти"
"1150","вино червоне сухе",2021-11-01,44.3,"min",0.75,0,"алкоголь"
"1151","вино біле сухе",2021-11-01,49,"min",0.75,-3.9,"алкоголь"
"1152","сіль",2021-11-01,5.05,"min",0.5,-16,"соуси та спеції"
"1153","пиво",2021-11-01,15.5,"min",0.5,5.9,"алкоголь"
"1154","мед",2021-11-01,65.45,"min",0.25,0,"солодощі"
"1155","крупи гречані",2021-11-01,33,"min",1,0,"бакалея"
"1156","рис",2021-11-01,20.3,"min",1,0,"бакалея"
"1157","пластівці вівсяні",2021-11-01,19,"min",0.5,0,"бакалея"
"1158","крупи манні",2021-11-01,16.65,"min",1,0,"бакалея"
"1159","пшоно",2021-11-01,17.07,"min",1,0,"бакалея"
"1160","квасоля",2021-11-01,83.65,"min",0.2,3.7,"бакалея"
"1161","крупи ячні",2021-11-01,16,"min",0.8,0,"бакалея"
"1162","макарони",2021-11-01,16,"min",0.5,0,"бакалея"
"1163","борошно пшеничне",2021-11-01,13.7,"min",1,1.9,"бакалея"
"1164","цукор",2021-11-01,25.8333333333333,"min",0.005,0,"бакалея"
"1165","ром",2021-11-01,54,"min",0.7,0,"алкоголь"
"1166","коньяк",2021-11-01,33,"min",0.5,0,"алкоголь"
"1167","супи",2021-11-01,56.75,"min",0.05,0,"бакалея"
"1168","віскі",2021-11-01,17.79,"min",0.7,-23,"алкоголь"
"1169","шампанське",2021-11-01,68.6666666666667,"min",0.75,0,"алкоголь"
"1170","горілка",2021-11-01,178.8,"min",0.5,0,"алкоголь"
"1171","майонез",2021-11-01,41.2769230769231,"min",0.3,-0.3,"соуси та спеції"
"1172","паста томатна",2021-11-01,44.5714285714286,"min",0.07,-6.5,"соуси та спеції"
"1173","кетчуп томатний",2021-11-01,29.9666666666667,"min",0.25,0,"соуси та спеції"
"1174","олія соняшникова",2021-11-01,50.4705882352941,"min",0.85,-3.8,"олія"
"1175","олія оливкова",2021-11-01,171.8,"min",0.5,49,"олія"
"1176","консерви рибні в олії",2021-11-01,130.833333333333,"min",0.24,-15,"риба та морепродукти"
"1177","кукурудза консервована",2021-11-01,47.3809523809524,"min",0.34,0,"консервовані овочі і гриби"
"1178","горошок консервований",2021-11-01,31.1764705882353,"min",0.4,0,"консервовані овочі і гриби"
"1179","гриби консервовані",2021-11-01,85.9722222222222,"min",0.58,-8,"консервовані овочі і гриби"
"1180","карамель",2021-11-01,54.9,"min",1,0.64,"солодощі"
"1181","зефір",2021-11-01,80.91,"min",1,0,"солодощі"
"1182","цукерки шоколадні",2021-11-01,105,"min",0.2,-15,"солодощі"
"1183","вафлі",2021-11-01,59.9,"min",1,-29,"солодощі"
"1184","печиво здобне",2021-11-01,37.5,"min",0.3,26,"солодощі"
"1185","печиво затяжне",2021-11-01,66,"min",0.11,0,"солодощі"
"1186","сік апельсиновий",2021-11-01,22.9,"min",1,-4.6,"безалкогольні напої"
"1187","сік яблучний",2021-11-01,17.47,"min",1,0,"безалкогольні напої"
"1188","кава мелена",2021-11-01,167.2,"min",0.25,0.8,"кава і чай"
"1189","кава розчинна",2021-11-01,71.9,"min",0.1,-11,"кава і чай"
"1190","чай у пакетиках",2021-11-01,278.933333333333,"min",0.05,0,"кава і чай"
"1191","солодка вода",2021-11-01,4.75,"min",0.5,0,"безалкогольні напої"
"1192","сигарети з фільтром медіум класу",2021-11-01,53,"min",1,-7,"сигарети"
"1193","сигарети з фільтром преміум класу",2021-11-01,62.5,"min",1,0,"сигарети"
"1194","батон",2021-11-01,48.8888888888889,"median",0.4,7.5,"хліб"
"1195","хліб цільнозерновий",2021-11-01,67.9545454545455,"median",0.3,8.7,"хліб"
"1196","хліб житньо-пшеничний",2021-11-01,75.925,"median",0.4,17,"хліб"
"1197","хліб пшеничний",2021-11-01,46.32,"median",0.6,0.7,"хліб"
"1198","торти",2021-11-01,231.48,"median",0.85,-18,"солодощі"
"1199","банани",2021-11-01,27.8,"median",1,0.54,"фрукти"
"1200","мандарини",2021-11-01,43.5,"median",1,-20,"фрукти"
"1201","виноград",2021-11-01,62.5,"median",1,12,"фрукти"
"1202","апельсини",2021-11-01,52,"median",1,-4.6,"фрукти"
"1203","яблука",2021-11-01,19.5,"median",1,-1.6,"фрукти"
"1204","ківі",2021-11-01,59.5,"median",1,-31,"фрукти"
"1205","лимони",2021-11-01,58.7,"median",1,-21,"фрукти"
"1206","ягоди",2021-11-01,263.1,"median",0.25,-26,"фрукти"
"1207","кавуни",2021-11-01,9.9,"median",1,25,"фрукти"
"1208","цибуля ріпчаста",2021-11-01,21.9,"median",1,38,"овочі"
"1209","морква",2021-11-01,19.4,"median",1,40,"овочі"
"1210","перець солодкий",2021-11-01,63.9,"median",1,56,"овочі"
"1211","буряк",2021-11-01,33,"median",1,130,"овочі"
"1212","капуста білокачанна",2021-11-01,8.3,"median",1,27,"овочі"
"1213","кабачки",2021-11-01,62.45,"median",1,110,"овочі"
"1214","картопля",2021-11-01,19.6666666666667,"median",1,19,"овочі"
"1215","баклажани",2021-11-01,49.9,"median",1,37,"овочі"
"1216","часник",2021-11-01,84.45,"median",1,6.3,"овочі"
"1217","помідори",2021-11-01,167.6,"median",0.25,-14,"овочі"
"1218","огірки",2021-11-01,54.9,"median",1,35,"овочі"
"1219","гриби",2021-11-01,78.8,"median",0.25,-3.9,"овочі"
"1220","салати",2021-11-01,247.5,"median",1,8.5,"овочі"
"1221","сухофрукти",2021-11-01,274.266666666667,"median",0.2,4.5,"сухофрукти"
"1222","цукати",2021-11-01,311.28,"median",0.15,0,"солодощі"
"1223","сири розсольні",2021-11-01,254.5,"median",1,8,"молочна продукція та яйця"
"1224","сири плавлені",2021-11-01,228.444444444444,"median",0.09,-0.68,"молочна продукція та яйця"
"1225","крем-сир",2021-11-01,286,"median",0.125,-11,"молочна продукція та яйця"
"1226","молоко пастеризоване жирністю до 2,6% включно",2021-11-01,36.1222222222222,"median",0.9,6.3,"молочна продукція та яйця"
"1227","молоко з підвищеним вмістом жиру",2021-11-01,37.1111111111111,"median",0.95,5.2,"молочна продукція та яйця"
"1228","сири м’які нежирні",2021-11-01,145.4,"median",0.2,0.37,"молочна продукція та яйця"
"1229","сири м’які жирні",2021-11-01,154.358974358974,"median",0.2,-3.1,"молочна продукція та яйця"
"1230","сирки та сиркова маса",2021-11-01,153.785714285714,"median",0.2,-3.8,"молочна продукція та яйця"
"1231","сметана жирністю до 15% включно",2021-11-01,91,"median",0.35,7.5,"молочна продукція та яйця"
"1232","сметана з підвищеним вмістом жиру",2021-11-01,103.475,"median",0.35,0,"молочна продукція та яйця"
"1233","йогурт",2021-11-01,NA,"median",0.115,NA,"молочна продукція та яйця"
"1234","морозиво",2021-11-01,246.470588235294,"median",0.07,11,"солодощі"
"1235","кефір 2.5%",2021-11-01,36.8475,"median",0.9,0.075,"молочна продукція та яйця"
"1236","масло вершкове 82%",2021-11-01,311.125,"median",0.2,2.9,"молочна продукція та яйця"
"1237","масло вершкове 73%",2021-11-01,257,"median",0.2,0.78,"молочна продукція та яйця"
"1238","маргарин",2021-11-01,86.6666666666667,"median",0.25,-0.57,"молочна продукція та яйця"
"1239","яйця",2021-11-01,42.3,"median",1,-6.8,"молочна продукція та яйця"
"1240","філе куряче",2021-11-01,145.95,"median",1,1.2,"м’ясо"
"1241","свинина",2021-11-01,160.95,"median",1,-3.6,"м’ясо"
"1242","свинина гуляш",2021-11-01,105.95,"median",1,-3.6,"м’ясо"
"1243","яловичина фарш",2021-11-01,168.95,"median",1,0,"м’ясо"
"1244","свинина ребра",2021-11-01,121.45,"median",1,2.5,"м’ясо"
"1245","субпродукти яловичні",2021-11-01,48.59,"median",1,35,"м’ясо"
"1246","вирізка свиняча",2021-11-01,177.925,"median",1,2.9,"м’ясо"
"1247","свинина фарш",2021-11-01,110.95,"median",1,0,"м’ясо"
"1248","яловичина",2021-11-01,356.08,"median",1,53,"м’ясо"
"1249","субпродукти свинячі",2021-11-01,37.95,"median",1,0,"м’ясо"
"1250","яловичина ребра",2021-11-01,136.95,"median",1,0,"м’ясо"
"1251","сало",2021-11-01,160.05,"median",1,-9.6,"м’ясо"
"1252","вирізка яловича",2021-11-01,519.23,"median",1,-5.4,"м’ясо"
"1253","риба червона",2021-11-01,449.9,"median",1,18,"риба та морепродукти"
"1254","риба річна",2021-11-01,118,"median",1,-9.2,"риба та морепродукти"
"1255","сосиски, сардельки вищого ґатунку",2021-11-01,200.385964912281,"median",1,5.6,"ковбасні вироби"
"1256","сосиски, сардельки першого ґатунку",2021-11-01,142.04,"median",1,9.6,"ковбасні вироби"
"1257","ковбаси сирокопчені в/ґ",2021-11-01,469.09,"median",1,5.4,"ковбасні вироби"
"1258","ковбаси варені вищого ґатунку",2021-11-01,193.66,"median",1,1.4,"ковбасні вироби"
"1259","ковбаси варено-копчені в/ґ",2021-11-01,293.207142857143,"median",1,-1.1,"ковбасні вироби"
"1260","ковбаси варені першого ґатунку",2021-11-01,130.01,"median",1,-0.71,"ковбасні вироби"
"1261","вироби з м’яса делікатесні",2021-11-01,334,"median",1,3.4,"ковбасні вироби"
"1262","оселедці",2021-11-01,171.3,"median",0.18,-0.15,"риба та морепродукти"
"1263","скумбрія копчена",2021-11-01,237.02,"median",1,-7,"риба та морепродукти"
"1264","морепродукти",2021-11-01,258.75,"median",0.2,-7,"риба та морепродукти"
"1265","ікра червона",2021-11-01,2066.5,"median",0.1,23,"риба та морепродукти"
"1266","вино червоне сухе",2021-11-01,225.333333333333,"median",0.75,-2.9,"алкоголь"
"1267","вино біле сухе",2021-11-01,223.4,"median",0.75,-1.4,"алкоголь"
"1268","сіль",2021-11-01,55.3416666666667,"median",0.5,5.4,"соуси та спеції"
"1269","пиво",2021-11-01,57.9,"median",0.5,11,"алкоголь"
"1270","мед",2021-11-01,183.6,"median",0.25,-6.7,"солодощі"
"1271","крупи гречані",2021-11-01,72.52,"median",1,7.4,"бакалея"
"1272","рис",2021-11-01,82.625,"median",1,5,"бакалея"
"1273","пластівці вівсяні",2021-11-01,47.6,"median",0.5,-4.4,"бакалея"
"1274","крупи манні",2021-11-01,20.84375,"median",1,-0.27,"бакалея"
"1275","пшоно",2021-11-01,23.44,"median",1,10,"бакалея"
"1276","квасоля",2021-11-01,90.35,"median",0.2,0,"бакалея"
"1277","крупи ячні",2021-11-01,19.1875,"median",0.8,-2.3,"бакалея"
"1278","макарони",2021-11-01,58.9,"median",0.5,-2.1,"бакалея"
"1279","борошно пшеничне",2021-11-01,20.7,"median",1,4.4,"бакалея"
"1280","цукор",2021-11-01,39.125,"median",0.005,0,"бакалея"
"1281","ром",2021-11-01,594.957142857143,"median",0.7,6.8,"алкоголь"
"1282","коньяк",2021-11-01,389.8,"median",0.5,5.1,"алкоголь"
"1283","супи",2021-11-01,347.058823529412,"median",0.05,0,"бакалея"
"1284","віскі",2021-11-01,799.142857142857,"median",0.7,-3.2,"алкоголь"
"1285","шампанське",2021-11-01,292,"median",0.75,62,"алкоголь"
"1286","горілка",2021-11-01,210.18,"median",0.5,0,"алкоголь"
"1287","майонез",2021-11-01,88.6666666666667,"median",0.3,0.76,"соуси та спеції"
"1288","паста томатна",2021-11-01,67.8979591836735,"median",0.07,0,"соуси та спеції"
"1289","кетчуп томатний",2021-11-01,56.25,"median",0.25,1.4,"соуси та спеції"
"1290","олія соняшникова",2021-11-01,68.51,"median",0.85,-4.6,"олія"
"1291","олія оливкова",2021-11-01,416.8,"median",0.5,-3,"олія"
"1292","консерви рибні в олії",2021-11-01,287,"median",0.24,1,"риба та морепродукти"
"1293","кукурудза консервована",2021-11-01,104.676470588235,"median",0.34,1.4,"консервовані овочі і гриби"
"1294","горошок консервований",2021-11-01,72.1428571428572,"median",0.4,-6.6,"консервовані овочі і гриби"
"1295","гриби консервовані",2021-11-01,144.224137931035,"median",0.58,-1.7,"консервовані овочі і гриби"
"1296","карамель",2021-11-01,115.5,"median",1,23,"солодощі"
"1297","зефір",2021-11-01,140.466666666667,"median",1,0,"солодощі"
"1298","цукерки шоколадні",2021-11-01,470.25,"median",0.2,-13,"солодощі"
"1299","вафлі",2021-11-01,143.75,"median",1,4.4,"солодощі"
"1300","печиво здобне",2021-11-01,128.248529411765,"median",0.3,2,"солодощі"
"1301","печиво затяжне",2021-11-01,85.989898989899,"median",0.11,7.2,"солодощі"
"1302","сік апельсиновий",2021-11-01,74.1,"median",1,57,"безалкогольні напої"
"1303","сік яблучний",2021-11-01,35.5005263157895,"median",1,-1.4,"безалкогольні напої"
"1304","кава мелена",2021-11-01,369.6,"median",0.25,-0.53,"кава і чай"
"1305","кава розчинна",2021-11-01,1138.27142857143,"median",0.1,4.5,"кава і чай"
"1306","чай у пакетиках",2021-11-01,717.6,"median",0.05,-5.1,"кава і чай"
"1307","солодка вода",2021-11-01,24.2,"median",0.5,0.41,"безалкогольні напої"
"1308","сигарети з фільтром медіум класу",2021-11-01,61.25,"median",1,-0.41,"сигарети"
"1309","сигарети з фільтром преміум класу",2021-11-01,63.5,"median",1,0,"сигарети"
"1310","батон",2021-11-01,46.4275,"Q1",0.4,18,"хліб"
"1311","хліб цільнозерновий",2021-11-01,56.1666666666667,"Q1",0.3,10,"хліб"
"1312","хліб житньо-пшеничний",2021-11-01,47,"Q1",0.4,-1.4,"хліб"
"1313","хліб пшеничний",2021-11-01,36.4791666666667,"Q1",0.6,4,"хліб"
"1314","торти",2021-11-01,176.366666666667,"Q1",0.85,-17,"солодощі"
"1315","банани",2021-11-01,27.8,"Q1",1,1.6,"фрукти"
"1316","мандарини",2021-11-01,38.5,"Q1",1,3.9,"фрукти"
"1317","виноград",2021-11-01,48.85,"Q1",1,3.4,"фрукти"
"1318","апельсини",2021-11-01,42.9,"Q1",1,-3.6,"фрукти"
"1319","яблука",2021-11-01,15.9,"Q1",1,-5.4,"фрукти"
"1320","ківі",2021-11-01,42.4,"Q1",1,-43,"фрукти"
"1321","лимони",2021-11-01,24.9,"Q1",1,-28,"фрукти"
"1322","ягоди",2021-11-01,145.75,"Q1",0.25,-57,"фрукти"
"1323","кавуни",2021-11-01,8.9,"Q1",1,44,"фрукти"
"1324","цибуля ріпчаста",2021-11-01,16.9,"Q1",1,22,"овочі"
"1325","морква",2021-11-01,15.975,"Q1",1,110,"овочі"
"1326","перець солодкий",2021-11-01,34.9,"Q1",1,40,"овочі"
"1327","буряк",2021-11-01,8.9,"Q1",1,13,"овочі"
"1328","капуста білокачанна",2021-11-01,8.0625,"Q1",1,33,"овочі"
"1329","кабачки",2021-11-01,57.4,"Q1",1,150,"овочі"
"1330","картопля",2021-11-01,12.9,"Q1",1,0.82,"овочі"
"1331","баклажани",2021-11-01,49.5,"Q1",1,50,"овочі"
"1332","часник",2021-11-01,64.9,"Q1",1,99,"овочі"
"1333","помідори",2021-11-01,119.6,"Q1",0.25,-37,"овочі"
"1334","огірки",2021-11-01,37.9,"Q1",1,8,"овочі"
"1335","гриби",2021-11-01,69.75,"Q1",0.25,-2.6,"овочі"
"1336","салати",2021-11-01,150,"Q1",1,-1.1,"овочі"
"1337","сухофрукти",2021-11-01,169.9,"Q1",0.2,8.9,"сухофрукти"
"1338","цукати",2021-11-01,265.133333333333,"Q1",0.15,0,"солодощі"
"1339","сири розсольні",2021-11-01,200,"Q1",1,12,"молочна продукція та яйця"
"1340","сири плавлені",2021-11-01,194,"Q1",0.09,-1,"молочна продукція та яйця"
"1341","крем-сир",2021-11-01,251.3,"Q1",0.125,0,"молочна продукція та яйця"
"1342","молоко пастеризоване жирністю до 2,6% включно",2021-11-01,31.75,"Q1",0.9,9.4,"молочна продукція та яйця"
"1343","молоко з підвищеним вмістом жиру",2021-11-01,32.8025,"Q1",0.95,-0.21,"молочна продукція та яйця"
"1344","сири м’які нежирні",2021-11-01,132.878787878788,"Q1",0.2,3.3,"молочна продукція та яйця"
"1345","сири м’які жирні",2021-11-01,139.777777777778,"Q1",0.2,2.5,"молочна продукція та яйця"
"1346","сирки та сиркова маса",2021-11-01,135,"Q1",0.2,-6.5,"молочна продукція та яйця"
"1347","сметана жирністю до 15% включно",2021-11-01,75.2105263157895,"Q1",0.35,-2.9,"молочна продукція та яйця"
"1348","сметана з підвищеним вмістом жиру",2021-11-01,93.6,"Q1",0.35,-1.3,"молочна продукція та яйця"
"1349","йогурт",2021-11-01,62.5714285714286,"Q1",0.115,8,"молочна продукція та яйця"
"1350","морозиво",2021-11-01,179.656015037594,"Q1",0.07,4.3,"солодощі"
"1351","кефір 2.5%",2021-11-01,33.2222222222222,"Q1",0.9,-3.4,"молочна продукція та яйця"
"1352","масло вершкове 82%",2021-11-01,279.325,"Q1",0.2,0.84,"молочна продукція та яйця"
"1353","масло вершкове 73%",2021-11-01,236.277777777778,"Q1",0.2,-1.3,"молочна продукція та яйця"
"1354","маргарин",2021-11-01,83.2,"Q1",0.25,-0.48,"молочна продукція та яйця"
"1355","яйця",2021-11-01,34.5,"Q1",1,-4.4,"молочна продукція та яйця"
"1356","філе куряче",2021-11-01,129.7,"Q1",1,2.3,"м’ясо"
"1357","свинина",2021-11-01,117.95,"Q1",1,-3.3,"м’ясо"
"1358","свинина гуляш",2021-11-01,105.95,"Q1",1,-3.6,"м’ясо"
"1359","яловичина фарш",2021-11-01,160.68,"Q1",1,3,"м’ясо"
"1360","свинина ребра",2021-11-01,112.95,"Q1",1,5.6,"м’ясо"
"1361","субпродукти яловичні",2021-11-01,35.95,"Q1",1,9.1,"м’ясо"
"1362","вирізка свиняча",2021-11-01,172.45,"Q1",1,-0.29,"м’ясо"
"1363","свинина фарш",2021-11-01,104.9375,"Q1",1,-4.1,"м’ясо"
"1364","яловичина",2021-11-01,232.95,"Q1",1,6.9,"м’ясо"
"1365","субпродукти свинячі",2021-11-01,37.84,"Q1",1,-0.18,"м’ясо"
"1366","яловичина ребра",2021-11-01,136.95,"Q1",1,0,"м’ясо"
