"","name","month","value","measure","mode","inflation","category"
"523","масло вершкове 82%",2021-09-01,299.625,"median",0.2,-1.7,"молочна продукція та яйця"
"524","маргарин",2021-09-01,88.8,"median",0.25,3.3,"молочна продукція та яйця"
"525","яйця",2021-09-01,42.3,"median",1,-1.9,"молочна продукція та яйця"
"526","філе куряче",2021-09-01,139.9,"median",1,-0.38,"м’ясо"
"527","свинина",2021-09-01,165.95,"median",1,1.8,"м’ясо"
"528","вирізка свиняча",2021-09-01,172.45,"median",1,1.8,"м’ясо"
"529","свинина ребра",2021-09-01,129.95,"median",1,0,"м’ясо"
"530","свинина гуляш",2021-09-01,109.95,"median",1,0,"м’ясо"
"531","яловичина фарш",2021-09-01,172.45,"median",1,14,"м’ясо"
"532","субпродукти яловичні",2021-09-01,51.23,"median",1,6.9,"м’ясо"
"533","субпродукти свинячі",2021-09-01,40.95,"median",1,9.4,"м’ясо"
"534","свинина фарш",2021-09-01,110.95,"median",1,0.63,"м’ясо"
"535","яловичина",2021-09-01,232.95,"median",1,11,"м’ясо"
"536","сало",2021-09-01,129.95,"median",1,-27,"м’ясо"
"537","яловичина ребра",2021-09-01,136.95,"median",1,22,"м’ясо"
"538","вироби з м’яса делікатесні",2021-09-01,319.37,"median",1,-5.6,"ковбасні вироби"
"539","вирізка яловича",2021-09-01,549.1,"median",1,37,"м’ясо"
"540","риба червона",2021-09-01,409.9,"median",1,3.8,"риба та морепродукти"
"541","риба річна",2021-09-01,129.9,"median",1,-1.2,"риба та морепродукти"
"542","сосиски, сардельки вищого ґатунку",2021-09-01,189.7,"median",1,-0.61,"ковбасні вироби"
"543","сосиски, сардельки першого ґатунку",2021-09-01,123,"median",1,-0.24,"ковбасні вироби"
"544","ковбаси сирокопчені в/ґ",2021-09-01,451.75,"median",1,14,"ковбасні вироби"
"545","ковбаси варені вищого ґатунку",2021-09-01,198.38,"median",1,19,"ковбасні вироби"
"546","ковбаси варено-копчені в/ґ",2021-09-01,271.779285714286,"median",1,-8.7,"ковбасні вироби"
"547","ковбаси варені першого ґатунку",2021-09-01,128.465,"median",1,-1.3,"ковбасні вироби"
"548","оселедці",2021-09-01,167.529255319149,"median",0.18,1.4,"риба та морепродукти"
"549","скумбрія копчена",2021-09-01,232.04,"median",1,9.4,"риба та морепродукти"
"550","морепродукти",2021-09-01,288.7,"median",0.2,3.5,"риба та морепродукти"
"551","ікра червона",2021-09-01,1673.75,"median",0.1,7,"риба та морепродукти"
"552","риба морожена",2021-09-01,94.9,"median",1,-5,"риба та морепродукти"
"553","філе мороженої риби",2021-09-01,163.057142857143,"median",0.7,0,"риба та морепродукти"
"554","броколі заморожена",2021-09-01,98.75,"median",0.4,-12,"овочі заморожені"
"555","пшоно",2021-09-01,20.41,"median",1,-37,"бакалея"
"556","молочні суміші для дитячого харчування",2021-09-01,717.125,"median",0.4,2.1,"молочна продукція та яйця"
"557","сіль",2021-09-01,56.52,"median",0.5,20,"соуси та спеції"
"558","мед",2021-09-01,183.740740740741,"median",0.25,3.3,"солодощі"
"559","солодка вода",2021-09-01,21.9,"median",0.5,-4,"безалкогольні напої"
"560","карамель",2021-09-01,92.025,"median",1,8.9,"солодощі"
"561","чай у пакетиках",2021-09-01,743.8,"median",0.05,6.9,"кава і чай"
"562","вафлі",2021-09-01,135.75,"median",1,4.4,"солодощі"
"563","крупи гречані",2021-09-01,69.1111111111111,"median",1,-3.5,"бакалея"
"564","рис",2021-09-01,82.625,"median",1,-0.75,"бакалея"
"565","крупи манні",2021-09-01,21.3125,"median",1,7.7,"бакалея"
"566","пластівці вівсяні",2021-09-01,42.675,"median",0.5,-16,"бакалея"
"567","квасоля",2021-09-01,90.35,"median",0.2,0,"бакалея"
"568","крупи ячні",2021-09-01,20.075,"median",0.8,4.6,"бакалея"
"569","макарони",2021-09-01,60.87,"median",0.5,0.016,"бакалея"
"570","борошно пшеничне",2021-09-01,19.82,"median",1,-5.3,"бакалея"
"571","цукор",2021-09-01,39.125,"median",0.005,-0.6,"бакалея"
"572","ром",2021-09-01,571.285714285714,"median",0.7,0.61,"алкоголь"
"573","супи",2021-09-01,289.052287581699,"median",0.05,-7.2,"бакалея"
"574","олія соняшникова",2021-09-01,72.8235294117647,"median",0.85,-4.2,"олія"
"575","олія оливкова",2021-09-01,435.3,"median",0.5,2.3,"олія"
"576","віскі",2021-09-01,759,"median",0.7,-8.9,"алкоголь"
"577","пиво",2021-09-01,56.4521739130435,"median",0.5,2.3,"алкоголь"
"578","консерви рибні в олії",2021-09-01,280.344202898551,"median",0.24,-2.9,"риба та морепродукти"
"579","вино біле сухе",2021-09-01,226.533333333333,"median",0.75,0.53,"алкоголь"
"580","коньяк",2021-09-01,397,"median",0.5,4.2,"алкоголь"
"581","вино червоне сухе",2021-09-01,230.133333333333,"median",0.75,-1.3,"алкоголь"
"582","цукерки шоколадні",2021-09-01,504.28275862069,"median",0.2,75,"солодощі"
"583","шампанське",2021-09-01,462.44,"median",0.75,56,"алкоголь"
"584","горілка",2021-09-01,230.25,"median",0.5,11,"алкоголь"
"585","майонез",2021-09-01,88.7777777777778,"median",0.3,2.6,"соуси та спеції"
"586","паста томатна",2021-09-01,67.7489795918367,"median",0.07,0,"соуси та спеції"
"587","кетчуп томатний",2021-09-01,56.25,"median",0.25,1.4,"соуси та спеції"
"588","кукурудза консервована",2021-09-01,93.3088235294118,"median",0.34,-4.8,"консервовані овочі і гриби"
"589","горошок консервований",2021-09-01,74.7622549019608,"median",0.4,0,"консервовані овочі і гриби"
"590","гриби консервовані",2021-09-01,164.5,"median",0.58,0.75,"консервовані овочі і гриби"
"591","зефір",2021-09-01,140.466666666667,"median",1,15,"солодощі"
"592","печиво затяжне",2021-09-01,80.2166666666667,"median",0.11,-3.2,"солодощі"
"593","кава мелена",2021-09-01,354.01,"median",0.25,3.1,"кава і чай"
"594","кава розчинна",2021-09-01,1010.2,"median",0.1,-8.1,"кава і чай"
"595","сік апельсиновий",2021-09-01,49.9,"median",1,15,"безалкогольні напої"
"596","сік яблучний",2021-09-01,33.6157894736842,"median",1,0.11,"безалкогольні напої"
"597","сигарети з фільтром медіум класу",2021-09-01,61.25,"median",1,0.82,"сигарети"
"598","сигарети з фільтром преміум класу",2021-09-01,62.5,"median",1,0,"сигарети"
"599","печиво здобне",2021-09-01,107.5,"Q1",0.3,3.2,"солодощі"
"600","хліб житньо-пшеничний",2021-09-01,47.68125,"Q1",0.4,10,"хліб"
"601","батон",2021-09-01,43.4,"Q1",0.4,-1.3,"хліб"
"602","хліб цільнозерновий",2021-09-01,56.75,"Q1",0.3,-8.1,"хліб"
"603","хліб пшеничний",2021-09-01,32.9166666666667,"Q1",0.6,-4.4,"хліб"
"604","торти",2021-09-01,228.785183066362,"Q1",0.85,-14,"солодощі"
"605","лимони",2021-09-01,57.175,"Q1",1,33,"фрукти"
"606","банани",2021-09-01,25.8,"Q1",1,18,"фрукти"
"607","кавуни",2021-09-01,6.1,"Q1",1,-54,"фрукти"
"608","виноград",2021-09-01,54.5,"Q1",1,1.8,"фрукти"
"609","яблука",2021-09-01,16.8,"Q1",1,-24,"фрукти"
"610","апельсини",2021-09-01,45.9,"Q1",1,-6.1,"фрукти"
"611","ягоди",2021-09-01,327.666666666667,"Q1",0.25,84,"фрукти"
"612","ківі",2021-09-01,88.175,"Q1",1,-11,"фрукти"
"613","мандарини",2021-09-01,70.8,"Q1",1,61,"фрукти"
"614","цибуля ріпчаста",2021-09-01,13.975,"Q1",1,-39,"овочі"
"615","картопля",2021-09-01,12.7,"Q1",1,17,"овочі"
"616","морква",2021-09-01,9.85,"Q1",1,67,"овочі"
"617","кабачки",2021-09-01,16.9,"Q1",1,69,"овочі"
"618","перець солодкий",2021-09-01,32.4,"Q1",1,22,"овочі"
"619","буряк",2021-09-01,10.7,"Q1",1,-52,"овочі"
"620","баклажани",2021-09-01,29.9,"Q1",1,40,"овочі"
"621","капуста білокачанна",2021-09-01,4.7,"Q1",1,-13,"овочі"
"622","часник",2021-09-01,28.9,"Q1",1,-59,"овочі"
"623","помідори",2021-09-01,174,"Q1",0.25,48,"овочі"
"624","гриби",2021-09-01,73.75,"Q1",0.25,8.1,"овочі"
"625","салати",2021-09-01,151.714285714286,"Q1",1,5.3,"овочі"
"626","сухофрукти",2021-09-01,161.5,"Q1",0.2,1.8,"сухофрукти"
"627","цукати",2021-09-01,255.633333333333,"Q1",0.15,0,"солодощі"
"628","сири розсольні",2021-09-01,203.538913043478,"Q1",1,28,"молочна продукція та яйця"
"629","крем-сир",2021-09-01,259.884615384615,"Q1",0.125,3.4,"молочна продукція та яйця"
"630","сири плавлені",2021-09-01,196,"Q1",0.09,7.8,"молочна продукція та яйця"
"631","молоко пастеризоване жирністю до 2,6% включно",2021-09-01,30.3916666666667,"Q1",0.9,3.6,"молочна продукція та яйця"
"632","молоко з підвищеним вмістом жиру",2021-09-01,31.7,"Q1",0.95,5,"молочна продукція та яйця"
"633","сири м’які нежирні",2021-09-01,129.6125,"Q1",0.2,0.49,"молочна продукція та яйця"
"634","сири м’які жирні",2021-09-01,137.278571428571,"Q1",0.2,0.62,"молочна продукція та яйця"
"635","сирки та сиркова маса",2021-09-01,135.972222222222,"Q1",0.2,-7.1,"молочна продукція та яйця"
"636","сметана жирністю до 15% включно",2021-09-01,73.3458646616541,"Q1",0.35,0.76,"молочна продукція та яйця"
"637","сметана з підвищеним вмістом жиру",2021-09-01,97.5428571428571,"Q1",0.35,7.5,"молочна продукція та яйця"
"638","йогурт",2021-09-01,61.8125,"Q1",0.115,8.3,"молочна продукція та яйця"
"639","морозиво",2021-09-01,155.714285714286,"Q1",0.07,-9.6,"солодощі"
"640","кефір 2.5%",2021-09-01,34.5611111111111,"Q1",0.9,3.8,"молочна продукція та яйця"
"641","масло вершкове 73%",2021-09-01,235.3875,"Q1",0.2,3.4,"молочна продукція та яйця"
"642","масло вершкове 82%",2021-09-01,252.075,"Q1",0.2,-9.5,"молочна продукція та яйця"
"643","маргарин",2021-09-01,84.8,"Q1",0.25,1.3,"молочна продукція та яйця"
"644","яйця",2021-09-01,35.95,"Q1",1,9.9,"молочна продукція та яйця"
"645","філе куряче",2021-09-01,128.585,"Q1",1,-1.8,"м’ясо"
"646","свинина",2021-09-01,117.95,"Q1",1,-26,"м’ясо"
"647","вирізка свиняча",2021-09-01,172.2,"Q1",1,1.8,"м’ясо"
"648","свинина ребра",2021-09-01,129.95,"Q1",1,0,"м’ясо"
"649","свинина гуляш",2021-09-01,109.95,"Q1",1,0,"м’ясо"
"650","яловичина фарш",2021-09-01,165.7,"Q1",1,18,"м’ясо"
"651","субпродукти яловичні",2021-09-01,34.45,"Q1",1,2.2,"м’ясо"
"652","субпродукти свинячі",2021-09-01,37.92,"Q1",1,5.2,"м’ясо"
"653","свинина фарш",2021-09-01,107.95,"Q1",1,2.9,"м’ясо"
"654","яловичина",2021-09-01,217.95,"Q1",1,9,"м’ясо"
"655","сало",2021-09-01,108.75,"Q1",1,-34,"м’ясо"
"656","яловичина ребра",2021-09-01,136.95,"Q1",1,22,"м’ясо"
"657","вироби з м’яса делікатесні",2021-09-01,246.59,"Q1",1,-8.7,"ковбасні вироби"
"658","вирізка яловича",2021-09-01,549.1,"Q1",1,37,"м’ясо"
"659","риба червона",2021-09-01,349.9,"Q1",1,-0.71,"риба та морепродукти"
"660","риба річна",2021-09-01,119.9,"Q1",1,1.6,"риба та морепродукти"
"661","сосиски, сардельки вищого ґатунку",2021-09-01,170.536666666667,"Q1",1,0.073,"ковбасні вироби"
"662","сосиски, сардельки першого ґатунку",2021-09-01,102.39,"Q1",1,-2.1,"ковбасні вироби"
"663","ковбаси сирокопчені в/ґ",2021-09-01,378.893333333333,"Q1",1,7.1,"ковбасні вироби"
"664","ковбаси варені вищого ґатунку",2021-09-01,159.04,"Q1",1,4,"ковбасні вироби"
"665","ковбаси варено-копчені в/ґ",2021-09-01,224.401071428571,"Q1",1,-9.2,"ковбасні вироби"
"666","ковбаси варені першого ґатунку",2021-09-01,106.6175,"Q1",1,2.4,"ковбасні вироби"
"667","оселедці",2021-09-01,152.407142857143,"Q1",0.18,-2.7,"риба та морепродукти"
"668","скумбрія копчена",2021-09-01,196.12,"Q1",1,6.1,"риба та морепродукти"
"669","морепродукти",2021-09-01,225.115079365079,"Q1",0.2,4.9,"риба та морепродукти"
"670","ікра червона",2021-09-01,1266.20833333333,"Q1",0.1,230,"риба та морепродукти"
"671","риба морожена",2021-09-01,59.4,"Q1",1,-25,"риба та морепродукти"
"672","філе мороженої риби",2021-09-01,129.071428571429,"Q1",0.7,0,"риба та морепродукти"
"673","броколі заморожена",2021-09-01,90.625,"Q1",0.4,-19,"овочі заморожені"
"674","пшоно",2021-09-01,19.5,"Q1",1,-4.5,"бакалея"
"675","молочні суміші для дитячого харчування",2021-09-01,529.4375,"Q1",0.4,7.3,"молочна продукція та яйця"
"676","сіль",2021-09-01,28.12,"Q1",0.5,5.7,"соуси та спеції"
"677","мед",2021-09-01,151.48,"Q1",0.25,-1.6,"солодощі"
"678","солодка вода",2021-09-01,12.1333333333333,"Q1",0.5,-14,"безалкогольні напої"
"679","карамель",2021-09-01,70.2675,"Q1",1,8.1,"солодощі"
"680","чай у пакетиках",2021-09-01,573.4,"Q1",0.05,-2.4,"кава і чай"
"681","вафлі",2021-09-01,121.78373015873,"Q1",1,7.7,"солодощі"
"682","крупи гречані",2021-09-01,50.590625,"Q1",1,0,"бакалея"
"683","рис",2021-09-01,41.3725,"Q1",1,2.9,"бакалея"
"684","крупи манні",2021-09-01,19.1875,"Q1",1,-0.58,"бакалея"
"685","пластівці вівсяні",2021-09-01,27.7,"Q1",0.5,-37,"бакалея"
"686","квасоля",2021-09-01,90.175,"Q1",0.2,0,"бакалея"
"687","крупи ячні",2021-09-01,18.29375,"Q1",0.8,2.7,"бакалея"
"688","макарони",2021-09-01,54.8,"Q1",0.5,3.5,"бакалея"
"689","борошно пшеничне",2021-09-01,15.4444444444444,"Q1",1,-11,"бакалея"
"690","цукор",2021-09-01,28,"Q1",0.005,-5.3,"бакалея"
"691","ром",2021-09-01,350,"Q1",0.7,-13,"алкоголь"
"692","супи",2021-09-01,199.8,"Q1",0.05,6.6,"бакалея"
"693","олія соняшникова",2021-09-01,68.3783333333333,"Q1",0.85,-1.5,"олія"
"694","олія оливкова",2021-09-01,328.715,"Q1",0.5,-1,"олія"
"695","віскі",2021-09-01,529,"Q1",0.7,0,"алкоголь"
"696","пиво",2021-09-01,37.7608333333333,"Q1",0.5,-7.2,"алкоголь"
"697","консерви рибні в олії",2021-09-01,228.664855072464,"Q1",0.24,-4,"риба та морепродукти"
"698","вино біле сухе",2021-09-01,146,"Q1",0.75,1.5,"алкоголь"
"699","коньяк",2021-09-01,303.95,"Q1",0.5,-0.016,"алкоголь"
"700","вино червоне сухе",2021-09-01,141.23,"Q1",0.75,-2.3,"алкоголь"
"701","цукерки шоколадні",2021-09-01,309.465,"Q1",0.2,37,"солодощі"
"702","шампанське",2021-09-01,208.666666666667,"Q1",0.75,43,"алкоголь"
"703","горілка",2021-09-01,184.214285714286,"Q1",0.5,1.9,"алкоголь"
"704","майонез",2021-09-01,74.8026315789474,"Q1",0.3,1.9,"соуси та спеції"
"705","паста томатна",2021-09-01,56.9894444444444,"Q1",0.07,-11,"соуси та спеції"
"706","кетчуп томатний",2021-09-01,46,"Q1",0.25,-1.7,"соуси та спеції"
"707","кукурудза консервована",2021-09-01,84.3658088235294,"Q1",0.34,0,"консервовані овочі і гриби"
"708","горошок консервований",2021-09-01,64.2672883787661,"Q1",0.4,0,"консервовані овочі і гриби"
"709","гриби консервовані",2021-09-01,112.306517755868,"Q1",0.58,-7.9,"консервовані овочі і гриби"
"710","зефір",2021-09-01,106.25,"Q1",1,-4,"солодощі"
"711","печиво затяжне",2021-09-01,73.1083333333333,"Q1",0.11,-7.4,"солодощі"
"712","кава мелена",2021-09-01,277.95,"Q1",0.25,-1.6,"кава і чай"
"713","кава розчинна",2021-09-01,834.947368421053,"Q1",0.1,-2.4,"кава і чай"
"714","сік апельсиновий",2021-09-01,42.46,"Q1",1,18,"безалкогольні напої"
"715","сік яблучний",2021-09-01,23.0186842105263,"Q1",1,2.8,"безалкогольні напої"
"716","сигарети з фільтром медіум класу",2021-09-01,58.75,"Q1",1,1.3,"сигарети"
"717","сигарети з фільтром преміум класу",2021-09-01,62.5,"Q1",1,0,"сигарети"
"718","батон",2021-10-01,9.29,"min",0.4,0,"хліб"
"719","хліб житньо-пшеничний",2021-10-01,30.9333333333333,"min",0.4,0,"хліб"
"720","хліб цільнозерновий",2021-10-01,31.25,"min",0.3,-39,"хліб"
"721","хліб пшеничний",2021-10-01,16.6666666666667,"min",0.6,76,"хліб"
"722","торти",2021-10-01,60,"min",0.85,-52,"солодощі"
"723","банани",2021-10-01,26.9,"min",1,4.3,"фрукти"
"724","кавуни",2021-10-01,4.9,"min",1,0,"фрукти"
"725","яблука",2021-10-01,8.9,"min",1,-25,"фрукти"
"726","апельсини",2021-10-01,42.9,"min",1,-3.6,"фрукти"
"727","виноград",2021-10-01,37.9,"min",1,0,"фрукти"
"728","ягоди",2021-10-01,318,"min",0.25,0,"фрукти"
"729","ківі",2021-10-01,69.5,"min",1,-19,"фрукти"
"730","мандарини",2021-10-01,24.5,"min",1,-64,"фрукти"
"731","лимони",2021-10-01,32.9,"min",1,-18,"фрукти"
"732","цибуля ріпчаста",2021-10-01,8.7,"min",1,6.1,"овочі"
"733","морква",2021-10-01,6.9,"min",1,-4.2,"овочі"
"734","картопля",2021-10-01,7.3,"min",1,-6.4,"овочі"
"735","перець солодкий",2021-10-01,19.5,"min",1,-30,"овочі"
"736","буряк",2021-10-01,7.6,"min",1,10,"овочі"
"737","капуста білокачанна",2021-10-01,4.7,"min",1,0,"овочі"
"738","баклажани",2021-10-01,29.9,"min",1,0,"овочі"
"739","часник",2021-10-01,13.9,"min",1,0,"овочі"
"740","помідори",2021-10-01,174,"min",0.25,0,"овочі"
"741","гриби",2021-10-01,52.9,"min",0.25,-17,"овочі"
"742","салати",2021-10-01,31.5,"min",1,0,"овочі"
"743","сухофрукти",2021-10-01,61.9,"min",0.2,0,"сухофрукти"
"744","цукати",2021-10-01,227.133333333333,"min",0.15,0,"солодощі"
"745","сири плавлені",2021-10-01,116.888888888889,"min",0.09,-18,"молочна продукція та яйця"
"746","сири розсольні",2021-10-01,96.3333333333333,"min",1,-16,"молочна продукція та яйця"
"747","крем-сир",2021-10-01,37.9,"min",0.125,-56,"молочна продукція та яйця"
"748","молоко пастеризоване жирністю до 2,6% включно",2021-10-01,24.3333333333333,"min",0.9,-7.1,"молочна продукція та яйця"
"749","молоко з підвищеним вмістом жиру",2021-10-01,29.1139240506329,"min",0.95,0,"молочна продукція та яйця"
"750","сири м’які нежирні",2021-10-01,97.5,"min",0.2,0,"молочна продукція та яйця"
"751","сири м’які жирні",2021-10-01,87.8,"min",0.2,-25,"молочна продукція та яйця"
"752","сирки та сиркова маса",2021-10-01,105.555555555556,"min",0.2,-12,"молочна продукція та яйця"
"753","сметана жирністю до 15% включно",2021-10-01,38.8,"min",0.35,15,"молочна продукція та яйця"
"754","сметана з підвищеним вмістом жиру",2021-10-01,69,"min",0.35,0,"молочна продукція та яйця"
"755","йогурт",2021-10-01,29.6666666666667,"min",0.115,-3.5,"молочна продукція та яйця"
"756","морозиво",2021-10-01,23.9,"min",0.07,0,"солодощі"
"757","кефір 2.5%",2021-10-01,22.7777777777778,"min",0.9,0,"молочна продукція та яйця"
"758","масло вершкове 73%",2021-10-01,169,"min",0.2,0,"молочна продукція та яйця"
"759","масло вершкове 82%",2021-10-01,54.2,"min",0.2,0,"молочна продукція та яйця"
"760","маргарин",2021-10-01,62.72,"min",0.25,-21,"молочна продукція та яйця"
"761","яйця",2021-10-01,12.9,"min",1,-42,"молочна продукція та яйця"
"762","філе куряче",2021-10-01,52.82,"min",1,0,"м’ясо"
"763","свинина",2021-10-01,93.9,"min",1,-5.6,"м’ясо"
"764","свинина ребра",2021-10-01,106.95,"min",1,-18,"м’ясо"
"765","свинина гуляш",2021-10-01,105.95,"min",1,-3.6,"м’ясо"
"766","субпродукти яловичні",2021-10-01,26.95,"min",1,0,"м’ясо"
"767","свинина фарш",2021-10-01,104.95,"min",1,0,"м’ясо"
"768","субпродукти свинячі",2021-10-01,36.95,"min",1,0,"м’ясо"
"769","яловичина",2021-10-01,125.95,"min",1,0,"м’ясо"
"770","яловичина фарш",2021-10-01,155.95,"min",1,0,"м’ясо"
"771","яловичина ребра",2021-10-01,136.95,"min",1,0,"м’ясо"
"772","вирізка свиняча",2021-10-01,162.95,"min",1,-5.2,"м’ясо"
"773","сало",2021-10-01,108.75,"min",1,65,"м’ясо"
"774","риба червона",2021-10-01,229,"min",1,-35,"риба та морепродукти"
"775","риба річна",2021-10-01,109,"min",1,-0.82,"риба та морепродукти"
"776","сосиски, сардельки вищого ґатунку",2021-10-01,98.5818181818182,"min",1,0,"ковбасні вироби"
"777","сосиски, сардельки першого ґатунку",2021-10-01,58.5,"min",1,0,"ковбасні вироби"
"778","ковбаси сирокопчені в/ґ",2021-10-01,263,"min",1,5.2,"ковбасні вироби"
"779","ковбаси варені вищого ґатунку",2021-10-01,117,"min",1,0,"ковбасні вироби"
"780","ковбаси варено-копчені в/ґ",2021-10-01,141.55,"min",1,0,"ковбасні вироби"
"781","ковбаси варені першого ґатунку",2021-10-01,59.5402298850575,"min",1,0,"ковбасні вироби"
"782","вироби з м’яса делікатесні",2021-10-01,82.52,"min",1,-28,"ковбасні вироби"
"783","оселедці",2021-10-01,73.5,"min",0.18,0,"риба та морепродукти"
"784","скумбрія копчена",2021-10-01,129.9,"min",1,7.4,"риба та морепродукти"
"785","морепродукти",2021-10-01,11.9,"min",0.2,0,"риба та морепродукти"
"786","ікра червона",2021-10-01,190.652173913043,"min",0.1,-21,"риба та морепродукти"
"787","риба морожена",2021-10-01,48.1,"min",1,0,"риба та морепродукти"
"788","філе мороженої риби",2021-10-01,106.24,"min",0.7,-2.4,"риба та морепродукти"
"789","броколі заморожена",2021-10-01,74.75,"min",0.4,-9.4,"овочі заморожені"
"790","сіль",2021-10-01,6.02,"min",0.5,20,"соуси та спеції"
"791","мед",2021-10-01,65.45,"min",0.25,-53,"солодощі"
"792","крупи гречані",2021-10-01,33,"min",1,-12,"бакалея"
"793","рис",2021-10-01,20.3,"min",1,0,"бакалея"
"794","крупи манні",2021-10-01,16.65,"min",1,0,"бакалея"
"795","пластівці вівсяні",2021-10-01,19,"min",0.5,-30,"бакалея"
"796","пшоно",2021-10-01,17.07,"min",1,0,"бакалея"
"797","квасоля",2021-10-01,80.66,"min",0.2,0,"бакалея"
"798","крупи ячні",2021-10-01,16,"min",0.8,-2.5,"бакалея"
"799","макарони",2021-10-01,16,"min",0.5,-25,"бакалея"
"800","борошно пшеничне",2021-10-01,13.45,"min",1,-1.8,"бакалея"
"801","цукор",2021-10-01,25.8333333333333,"min",0.005,-5.7,"бакалея"
"802","ром",2021-10-01,54,"min",0.7,1.8,"алкоголь"
"803","супи",2021-10-01,56.75,"min",0.05,0,"бакалея"
"804","пиво",2021-10-01,14.6363636363636,"min",0.5,-2.1,"алкоголь"
"805","горілка",2021-10-01,178.8,"min",0.5,0,"алкоголь"
"806","вино червоне сухе",2021-10-01,44.3,"min",0.75,0,"алкоголь"
"807","вино біле сухе",2021-10-01,51,"min",0.75,13,"алкоголь"
"808","віскі",2021-10-01,23,"min",0.7,-18,"алкоголь"
"809","коньяк",2021-10-01,33,"min",0.5,-20,"алкоголь"
"810","майонез",2021-10-01,41.4,"min",0.3,0,"соуси та спеції"
"811","паста томатна",2021-10-01,47.672,"min",0.07,-3.9,"соуси та спеції"
"812","кетчуп томатний",2021-10-01,29.9666666666667,"min",0.25,0,"соуси та спеції"
"813","олія соняшникова",2021-10-01,52.4705882352941,"min",0.85,0,"олія"
"814","олія оливкова",2021-10-01,115,"min",0.5,0,"олія"
"815","консерви рибні в олії",2021-10-01,153.266666666667,"min",0.24,0,"риба та морепродукти"
"816","кукурудза консервована",2021-10-01,47.3809523809524,"min",0.34,0,"консервовані овочі і гриби"
"817","горошок консервований",2021-10-01,31.1764705882353,"min",0.4,0,"консервовані овочі і гриби"
"818","гриби консервовані",2021-10-01,93.4583333333333,"min",0.58,15,"консервовані овочі і гриби"
"819","карамель",2021-10-01,54.55,"min",1,0,"солодощі"
"820","зефір",2021-10-01,80.91,"min",1,-2.9,"солодощі"
"821","цукерки шоколадні",2021-10-01,123.9,"min",0.2,0,"солодощі"
"822","печиво здобне",2021-10-01,29.6666666666667,"min",0.3,-57,"солодощі"
"823","вафлі",2021-10-01,84.5,"min",1,-14,"солодощі"
"824","печиво затяжне",2021-10-01,66,"min",0.11,0,"солодощі"
"825","сік апельсиновий",2021-10-01,24,"min",1,-7.3,"безалкогольні напої"
"826","сік яблучний",2021-10-01,17.47,"min",1,9.2,"безалкогольні напої"
"827","шампанське",2021-10-01,68.6666666666667,"min",0.75,0,"алкоголь"
"828","кава мелена",2021-10-01,165.875,"min",0.25,-12,"кава і чай"
"829","кава розчинна",2021-10-01,80.55,"min",0.1,6.1,"кава і чай"
"830","чай у пакетиках",2021-10-01,278.933333333333,"min",0.05,-27,"кава і чай"
"831","солодка вода",2021-10-01,4.75,"min",0.5,0,"безалкогольні напої"
"832","сигарети з фільтром медіум класу",2021-10-01,57,"min",1,0,"сигарети"
"833","сигарети з фільтром преміум класу",2021-10-01,62.5,"min",1,0,"сигарети"
"834","молочні суміші для дитячого харчування",2021-10-01,340,"min",0.4,-17,"молочна продукція та яйця"
"835","кабачки",2021-10-01,15.9,"min",1,-5.9,"овочі"
"836","огірки",2021-10-01,29.5,"min",1,35,"овочі"
"837","вирізка яловича",2021-10-01,404.95,"min",1,-26,"м’ясо"
"838","батон",2021-10-01,45.46,"median",0.4,-2.6,"хліб"
"839","хліб житньо-пшеничний",2021-10-01,65,"median",0.4,3.2,"хліб"
"840","хліб цільнозерновий",2021-10-01,62.5,"median",0.3,0,"хліб"
"841","хліб пшеничний",2021-10-01,46,"median",0.6,4.7,"хліб"
"842","торти",2021-10-01,283.29126984127,"median",0.85,-3.5,"солодощі"
"843","банани",2021-10-01,27.65,"median",1,7.2,"фрукти"
"844","кавуни",2021-10-01,7.9,"median",1,2.6,"фрукти"
"845","яблука",2021-10-01,19.825,"median",1,-6.5,"фрукти"
"846","апельсини",2021-10-01,54.5,"median",1,-3.5,"фрукти"
"847","виноград",2021-10-01,56,"median",1,-8.2,"фрукти"
"848","ягоди",2021-10-01,356.666666666667,"median",0.25,-0.33,"фрукти"
"849","ківі",2021-10-01,85.9,"median",1,-5,"фрукти"
"850","мандарини",2021-10-01,54.5,"median",1,-26,"фрукти"
"851","лимони",2021-10-01,74.45,"median",1,0,"фрукти"
"852","цибуля ріпчаста",2021-10-01,15.9,"median",1,0,"овочі"
"853","морква",2021-10-01,13.9,"median",1,11,"овочі"
"854","картопля",2021-10-01,16.55,"median",1,19,"овочі"
"855","перець солодкий",2021-10-01,40.9,"median",1,11,"овочі"
"856","буряк",2021-10-01,14.5,"median",1,0,"овочі"
"857","капуста білокачанна",2021-10-01,6.55,"median",1,39,"овочі"
"858","баклажани",2021-10-01,36.4,"median",1,22,"овочі"
"859","часник",2021-10-01,79.45,"median",1,81,"овочі"
"860","помідори",2021-10-01,196,"median",0.25,13,"овочі"
"861","гриби",2021-10-01,82,"median",0.25,3.8,"овочі"
"862","салати",2021-10-01,228.125,"median",1,-3.1,"овочі"
"863","сухофрукти",2021-10-01,262.45,"median",0.2,0,"сухофрукти"
"864","цукати",2021-10-01,311.28,"median",0.15,8,"солодощі"
